teg1m,teg2m,teg3m,teg4m,teg5m,teg6m,teg7m,teg8m,teg9m,teg10m,teg11m,teg12m,teg13m,teg14m,teg15m,teg16m,spaar1m,spaar2m,spaar3m,spaar4m,spaar5m,spaar6m,teg1v,teg2v,teg3v,teg4v,teg5v,teg6v,teg7v,teg8v,teg9v,teg10v,teg11v,teg12v,teg13v,teg14v,teg15v,teg16v,spaar1v,spaar2v,spaar3v,spaar4v,spaar5v,spaar6v,educm,heightm,BMIm,healthm,consm,extram,agreem,emom,autom,riskym,Agem,educv,heightv,BMIv,healthv,consv,extrav,agreev,emov,autov,riskyv,Agev
5,6,6,2,2,6,5,2,1,3,4,5,3,3,4,7,6,2,3,6,2,2,6,3,2,2,5,6,4,3,3,4,3,5,3,4,2,3,6,5,3,6,2,2,2,175,20.571428,3,-0.478029,1.162255,-0.493721,-0.484768,-0.306379,-0.110494,26,2,160,22.65625,3,-0.784933,0.879644,-0.600109,-0.835396,0.363799,-0.378349,22
3.5,5,4,2.5,4,3,4,3.5,3.5,5,4,4,5,5,4,4.5,1.5,1,3,2.5,6,6.5,5.5,3,5,2.5,2.5,4.5,4,4.5,3.5,4.5,5,5,4,5,3.5,3,6,4,2,4,2,2,2,194,19.130619,4,-0.87573,-0.106211,0.235776,-0.405092,-0.132105,1.854414,34,1,171,25.990904,3,-0.351534,0.462943,-0.943405,-0.420813,-0.748972,-0.130279,33
4.5,4,4.5,2,3.5,4.5,4.5,3.5,1.5,4.5,2.5,1,4,4.5,3.5,5,6.5,4.5,4,7,2.5,1,4,4,3,3,3,6,3,6,4,1,4,3,3,3,6,4,3,3,3,4,5,2,1,184,26.287807,4,-0.619582,0.87817,-0.424092,-0.164553,0.282688,-0.473739,44,1,170,25.951557,4,1.169113,-0.238336,-0.806572,-0.173243,-0.683607,0.704515,40
6,6,6,4,6,6,5,4,4,1,1,4,5,6,6,3,7,7,1,7,3,1,4,3.5,3.5,1.5,2,4.5,4.5,4,3,4.5,5,4.5,4,4.5,5.5,4,4,4,4,4,4,4,2,173,23.388687,4,0.633017,0.065587,0.997016,0.859696,1.423258,-1.002835,58,1,182,25.661152,3,0.089393,0.443106,-0.925674,-0.664783,-0.715146,0.728962,33
6,6.5,4.5,2.5,4,5.5,3.5,2.5,3,2,4.5,2.5,1.5,3.5,3.5,4,7,4,1.5,6,1,1,4.5,5,3,4.5,4,4.5,5,3.5,2.5,1.5,4,6,4,2,4.5,6,6,6,1,2,1,2,3,169,25.909456,3,-0.621038,0.747028,-0.263452,0.340634,-0.413882,-0.769848,36,2,183,28.367523,4,-0.332106,-0.068503,-0.025741,-0.891869,0.177472,-0.258358,26
4,3.5,3,4,5,3,3.5,4.5,3.5,2.5,3,3,4.5,4,4,3,3.5,3,3.5,4,3.5,4,5.5,4,4,2.5,3,4,4.5,3.5,4,3.5,4,3.5,4,4,4.5,4,4,3.5,4,4.5,3.5,3.5,2,193,27.651749,3,-0.607683,-0.36177,-0.069139,-0.183603,0.209011,0.765988,42,2,178,23.98687,3,-0.465402,0.321146,-0.545054,-0.335531,-0.219242,0.59773,29
5,4,5,4.5,3,4,4,4.5,3,2.5,2.5,3,3,4,5,3.5,6,2.5,2.5,6,4,3.5,5.5,4.5,3.5,3,3,4,4,4.5,3.5,3,4,3.5,4.5,4,4.5,4.5,4,4.5,3.5,5,4,3,2,176,22.598141,3,-0.053616,-0.068011,-0.806572,0.052675,0.006937,0.179638,43,2,167,27.609451,3,-0.197354,0.330327,-0.275602,-0.323018,-0.374031,0.389701,36
6,6,6,3,5,6,6,3,5,1,2,2,5.5,6,6,2,6.5,6,2,7,3,2,7,4,1,2.5,4,5.5,2,7,2.5,3,6,3.5,4,4,4.5,6,5.5,5.5,2.5,5.5,2.5,1.5,2,176,30.023243,4,0.36497,0.047224,0.885849,1.251652,1.23693,-0.645273,37,2,160,28.90625,3,0.872652,1.173402,-0.303129,-0.88876,-1.259215,-0.35813,34
4,6,6,6,2,6,6,2,3,2,2,2,5,6,6,2,5,2,5,6,4,4,5,6.5,3.5,5.5,3,5,4.5,5,2,2,2,4,3.5,5,5.5,5,6,5,6,6.5,4,3,2,176,24.535124,4,0.096922,-0.750435,0.029313,1.112603,0.511154,0.642647,41,2,170,22.49135,2,0.490736,-0.049648,0.017657,0.093739,0.288714,0.19284,42
3,4.5,5,2.5,4,4,4,4.5,2.5,3,3,4,1,4,5,5.5,3.5,4,3.5,4,3,1,4,4.5,4,3,4.5,4,4,5,4.5,3.5,4,2.5,2.5,4,4.5,5.5,5.5,4.5,2.5,4.5,6.5,1.5,2,180,26.851852,1,-0.053616,0.035094,-0.948987,-0.346585,0.121873,0.283855,36,2,165,18.365473,3,-0.06333,-0.380133,-0.435748,-0.34101,-0.011142,0.294885,35
4,3,5,3,3,5,4,4,7,2,2,2,3,4,6,4,4,4,3,5,3,2,4,4,3,4,5,5,3,5,3,3,3,1,6,6,5,5,4,7,4,4,1,1,2,205,17.13266,4,0.366426,-1.089118,-1.08396,0.044082,0.133926,0.161986,30,2,165,19.100092,3,0.346999,-0.219973,0.461831,0.066286,0.054222,-0.202474,35
4,5,5,5,5,5,5,4,4,3,2,4,3,5,6,4,2.5,5.5,1.5,4,3.5,1.5,5.5,5.5,4,2,5.5,6,3.5,6,4.5,3.5,1.5,3,5.5,5,4.5,4.5,4,4,4,4,4,4,1,176,23.889463,2,0.366426,-0.768798,-0.045333,0.058025,0.927354,0.161972,44,2,168,30.116213,3,0.7379,0.311964,0.868118,0.001106,0.710941,0.728962,41
3.5,3.5,1.5,2.5,3,2.5,3.5,2.5,2.5,2.5,1.5,2,1.5,2.5,2.5,3,3,6,2,6,1,1,5.5,4.5,2,4,4.5,5.5,4.5,4.5,3,3.5,2.5,4,4,4,4,2.5,6,5.5,1.5,6,3,2,2,176,26.794937,3,-1.708287,0.177383,-1.337542,-0.429539,0.106127,-0.472853,40,3,166,21.773842,3,0.058795,0.206893,-0.043472,-0.361851,0.524614,-0.468187,38
5,4.5,3,2.5,4,3.5,2.5,2,4,3.5,3,2.5,4,3.5,2.5,2.5,4,3,5.5,4.5,5,4,4.5,5,2.5,2.5,3.5,5,4,3.5,4,4,4.5,3.5,3,3.5,5.5,4,5,3,4,6,6.5,3.5,2,186,23.702162,3,-1.57572,0.178857,-0.164435,-0.118199,-0.342491,1.014753,35,2,170,19.377163,3,0.088665,0.036569,-0.408221,-0.508416,-0.380057,0.66532,33
5,4,6,3,5,4,4,5,4,4,5,3,3,2,4,2,7,7,1,4,1,1,4.5,3.5,3.5,4,3,5.5,5,4,2.5,1.5,3,2,3,3,5,2.5,3.5,5.5,2,6.5,2.5,1.5,2,186,26.014568,3,-0.207068,0.046241,-0.322721,-0.099798,-0.144158,-0.827755,41,2,164,24.538965,3,0.212246,0.064113,-0.945266,0.077924,0.189524,-0.327648,40
6,6,6,4,6,4,6,3,3,2,3,2,6,6,6,2,2,1,5,2,2,3,4.5,3,5,2,2,6,2,6,3,2,2.5,1.5,3,6,6,2,2,1,6,2.5,6,5.5,2,180,25,4,-0.168212,0.349181,1.258533,1.112603,1.224878,1.242969,36,2,160,23.4375,2,1.169113,0.452778,-1.325885,0.643343,-0.854142,1.995443,34
3,3,1.5,1.5,1.5,1.5,2,2,2,2,2.5,3,2.5,2,1.5,2.5,5,5.5,3,5.5,3.5,2.5,4,4,5,2,3.5,4.5,5.5,4,4,3,2,3,4.5,3,4.5,5,6,3,5,5,3,5,2,176,28.08626,3,-2.396377,0.442123,-1.577607,-0.556017,-0.975104,-0.032723,34,2,176,22.275311,3,-0.198082,0.026896,-0.293333,-0.352113,0.719254,0.582424,28
4,3,5.5,4,3,4,3.5,4.5,3,5.5,4,3.5,4,5,4.5,2,6,3,3,6,4.5,2,4.5,4,2.5,4,4,6.5,6,6.5,1,2,2,2.5,1.5,4,4,4.5,5,5,4,6,2,1.5,1,181,25.640244,3,-0.197354,-0.219973,-0.822443,-0.173386,-0.528819,0.070955,39,1,174,27.744749,3,0.861481,0.489504,-0.956922,-0.242355,0.995005,-0.226372,36
5,3.5,4.5,4,4,4.5,4.5,4.5,2,4,2.5,3.5,4,5,5,4.5,5.5,5.5,6,5.5,5,5.5,4,5.5,4,4.5,4.5,5.5,4,4,4,2.5,2.5,3.5,4,5,4.5,4,2,6,5,6,4,2,2,180,26.543209,4,0.079679,0.348199,-0.441823,-0.351287,0.403651,0.722347,34,1,166,26.128611,4,0.068509,-0.636182,0.233916,0.143719,0.369825,0.378008,39
4.5,4,3.5,5.5,4,2.5,4,4,4,3.5,2.5,3,5.5,3,2.5,2.5,4.5,4.5,6,4.5,3,4.5,4.5,5,4,3,3,5,4,4,2.5,4.5,4,5,4.5,4.5,5.5,5,5.5,5,2,5,1,1,2,189,25.195263,3,-1.306215,-0.759125,0.089147,-0.259106,0.248863,0.718801,36,2,187,21.447567,3,0.222689,0.329344,-0.136908,-0.597625,-0.374031,-0.518263,37
5,5,4,3,4,5,4,4,4,3,3,3,5,5,5,4,5,4,4,5,4,4,5,4,5,3,4,5,4,5,3,3,5,4,4,5,5,4,5,6,2,5,3,3,2,172,21.971336,2,0.078951,0.046241,0.235776,0.068985,0.121873,0.492306,44,2,157,23.530367,3,0.346999,0.329836,-0.303129,-0.080669,-0.386083,-0.11211,39
3.5,5.5,6,4.5,5.5,3.5,5.5,2,4.5,1,2.5,2,6,6.5,6,2,6,3,1,6,1.5,1,5,5,3,3,4,5,3,4,5,3,4,4,3,4,5,3,6,6,4,6,2,2.5,2,187,28.024822,4,-0.569556,-0.920268,0.998876,1.248385,1.076116,-0.571479,35,2,174,21.469151,3,0.078951,-0.237353,-0.287258,-0.173364,-0.441682,-0.308858,32
5,5,2,3,3,5,3,3,3,5,4,5,3,4,2,4,6,3,5,6,3,4,5.5,5,4,2.5,3,3.5,4,4,2,4,5.5,5,2,3,6,5,5,4,2,4,1,1,2,182,28.680111,3,-1.051523,0.329836,-0.529184,-0.83246,-0.683607,0.338968,41,2,173,17.374453,4,-0.03346,0.888334,-0.790701,-0.726339,-0.754998,-0.245372,38
5,4,4,4,3.5,5,4,5,5,3,3,5.5,4,4,4,4,4,2.5,3,4.5,3,4,6,6,5,3,4,5,4,5,3,3,4,2,4,5,5,3,4,2,2,5,3.5,4,2,183,23.291229,3,0.059523,-0.502584,-0.424092,-0.52256,0.000911,0.586992,43,2,168,23.030045,4,0.346999,0.614413,0.251647,0.588675,-0.132105,0.518177,39
6,4,5.5,4,4,5,5,4,4,2.5,4.5,4,4,4.5,4,2.5,5,6,3,5,3.5,2.5,6,4.5,4,2,3.5,2.5,4,4,3,4,4.5,3,5.5,3,3.5,4,5.5,4.5,1,6,1,1,2,178,24.302486,4,-0.208525,0.065587,-0.303129,0.184538,0.050482,-0.012087,37,1,172,20.957273,4,-1.01874,0.879644,0.106878,-0.403729,-0.380057,-0.706503,37
4.5,3.5,4.5,3.5,5,4.5,4,4.5,3.5,2.5,3,3.5,5,4,4,3.5,4,3,2,3.5,5.5,5,6,5,4,2,2,4,2,5,2,4,5,5,5,4,5,4,5,4,4,4.5,3,4,2,174,24.772097,4,-0.207796,-0.086866,0.06162,-0.139469,0.363799,0.954213,41,2,170,21.453287,3,0.080408,1.163238,-0.248075,-0.458778,-1.489087,0.44929,40
3.5,4,4.5,6,6,6,4,4,3,3,2,3,5.5,4.5,3,3.5,2,2,7,5,6,6,6,3,4,3,3,5,2,6,2,1,4,6,2,4,4,4,4,1.5,2,4,5,3,2,185,29.802776,4,-0.229409,-0.892724,0.572998,-0.009429,0.859703,1.738545,42,1,171,25.648918,4,0.327571,0.898007,-1.345477,-0.447293,-0.993184,0.742916,42
5,5,7,4,2.5,2.5,3.5,3,4,1.5,1.5,4.5,4.5,4.5,5,2.5,4,3,5,6,6,4,2.5,5,3,3.5,2.5,4,7,3,3,5,2.5,6,4.5,5,5,6.5,1,1,1,1,4,1.5,1,172,27.041645,2,-0.855574,-0.21899,-0.257871,0.574117,-0.014836,0.87605,49,1,168,29.407597,2,-0.455688,-0.514222,-0.257871,-1.049768,0.814704,1.117556,42
4.5,3,3,3,3.5,5,5,5.5,6,3,5.5,5,4.5,3,5,4.5,4.5,3,5,5.5,5.5,4.5,4.5,5,4,3,3,4.5,4,4,3,1.5,4.5,3,3,3.5,4,3.5,5.5,3,3.5,6,3.5,2,2,175,24.163265,3,0.481023,-0.663235,-0.570721,-0.914292,-0.324459,0.890581,34,2,175,21.87755,3,-0.34182,0.187547,-0.529184,0.147023,-0.50102,0.066875,32
6,3.5,6,2,2,3.5,3,3,2,4,4,2.5,2,4,5,2.5,7,6,3.5,6,2,1,2,7,1,5,2,6,3,6,6,4,4,5,3,3,5,6,3,6,1,6,2,2,2,167,24.740938,3,-0.588983,1.163238,-1.448709,0.09161,-0.925533,-0.635472,39,2,175,27.755102,3,0.881637,-1.90514,-0.216333,-0.936302,-0.925533,-0.353985,29
6,4.5,6.5,2,4,2.5,3.5,4,2.5,3.5,5.5,2.5,2.5,5.5,4.5,2,4,2.5,5,5,4,3,3.5,3.5,2,1.5,3,5,5,3.5,1.5,4.5,4,4,4,5.5,5,5.5,2,5,5,5,2,2,2,180,26.851852,3,-0.731264,1.021441,-0.556711,0.624427,-0.667861,0.721761,41,1,162,26.672764,3,-0.055073,0.726209,-0.683748,-0.847564,-0.064454,0.381261,39
3,4.5,3.5,4,3,6,4,3,3.5,2,3.5,2.5,2.5,4,4.5,3.5,5.5,4.5,1,6.5,3.5,2,4.5,3.5,5,4.5,6,2.5,5,3,5,2.5,3,4.5,5,4.5,4.5,3,5,6,2,5.5,4,2,2,191,23.573915,3,-0.066244,-0.646347,-0.798637,0.079711,-0.247041,-0.388146,37,1,172,37.182262,1,-0.999312,-0.777488,0.303546,-0.075307,0.915301,-0.181995,33
4,5.5,2.5,4,4,2.5,5,4,4,1,4,2.5,5.5,4,2.5,1,4,5.5,2.5,7,2.5,2.5,6,5.5,3.5,3.5,3.5,4.5,4,4,3.5,3.5,4,4.5,4.5,4.5,4.5,4.5,3.5,7,1,6,6,2.5,2,185,24.543463,3,-1.306215,-0.503567,0.505229,0.578645,0.177472,-0.281912,36,2,170,21.799309,3,-0.198082,0.34,0.122749,-0.316047,-0.253068,-0.006696,33
3,4,5,5.5,5.5,4.5,3.5,3,4,3,1.5,3.5,4,2.5,4,2.5,4,5.5,4,5,4,4,6,5,3,3,1,5,2,6,3,5,5,4,3,3,4,4,6.5,7,1,5.5,5,1,2,185,29.218407,3,-0.609868,-1.185991,0.059759,-0.143825,0.710941,0.464479,27,1,174,23.781214,3,0.327571,0.614413,-1.013035,-0.719025,-1.731013,-0.537364,28
3.5,3.5,6.5,5.5,2.5,3,5,5.5,4,3.5,3.5,2,3.5,6,4.5,2.5,6,1.5,3,5.5,3,3,7,6,2,1.5,4,4,3.5,4.5,7,3,3.5,2,3,5.5,5.5,3,3,6,1.5,6,3,1,2,183,23.888441,3,-0.195897,-1.043702,-0.93547,0.54825,-0.058428,0.22062,35,2,180,18.209877,1,0.090122,0.16246,-0.00987,0.302806,-0.159904,-0.307429,31
6,5,5,4,4,5,5,5,4,2,4,3,6,5,5,2,5,3,4,4,4,5,6,5,5,3.5,5,4,4,5,5,2.5,4.5,3,3.5,5.5,5,4.5,6,3.5,1,6,1.5,1,2,178,22.724403,3,0.346999,0.065587,0.497294,0.596156,0.177472,0.825047,44,2,164,20.449137,4,0.080408,-0.085391,0.085426,0.254205,-0.017169,-0.616121,40
4,4.5,4,4,4,4.5,4,4,4.5,3,4,4,3,3,4,4,5,4,2,4,5,4,6,5,3,2,4,6,4,6,4,3,4,3,5,5,5,2,4.5,4,4,4,4,4,2,173,22.052191,3,-0.34182,-0.645364,-0.425952,-0.392957,-0.132105,0.526503,44,2,175,24.489796,0,0.881637,0.59605,0.235776,0.222474,-0.132105,0.675912,42
5.5,3.5,4.5,2,3.5,4.5,4,2.5,4.5,4.5,2,3,6,4,3.5,2.5,5,5,5,4,5,3,4.5,4.5,2,2,4,5.5,5,3.5,2,3,5.5,2.5,4,2.5,4,2,7,6.5,3.5,6,3.5,1.5,2,174,29.726517,3,-0.88763,0.311964,-0.039751,-0.218027,0.254889,0.631297,37,2,170,28.719723,3,-0.209253,0.736373,-0.164435,-0.230448,-0.203496,-0.461224,35
5,6,4,3,3,5,3,5,5,5,5,5,4,5,5,3,6,3,3,6,3,2,4,4,4,4,4,5,4,4,4,3,4,4,3,5,4,5,6,3,1,6.5,4,3,3,190,22.437674,3,0.346999,-0.237353,0.009722,-0.191572,-0.937585,-0.091485,42,2,168,27.990362,2,-0.208525,-0.503567,-0.564646,-0.333388,-0.132105,-0.140222,40
4.5,4.5,4,4,5,2,5.5,4,2,1,3,1.5,5,4.5,2.5,3.5,7,4,1,7,1,1,3.5,6.5,2,1.5,4,4,6,3.5,2,3.5,4.5,1.5,2,3,5.5,4.5,4,3.5,1,7,1,1,2,186,22.256908,4,-1.439511,0.20591,0.339008,0.471775,0.828164,-0.951567,37,2,156,35.338593,2,-0.177926,0.584411,-0.132694,-0.166734,0.360059,-0.588623,35
5,2,2,3,4,6,2,6,2,2,2,3,2,2,2,2,2,1,7,5,4,6,5,6,6,4,3,5,2,2,1,2,2,3,3,4,5,3,3,2,6,6,6,3,2,185,24.251278,4,0.019211,0.61343,-1.38094,-0.568351,-0.243301,1.611243,39,2,175,40.816326,3,-0.457145,0.631793,-0.251796,0.584605,-0.485227,1.060862,31
4,5,4,4,3,6,5,4,4,3.5,2,3.5,4.5,5,4,2,3,1,4.5,5,4.5,4.5,3.5,3.5,3.5,2,4,5,4.5,3.5,2,3,5.5,3,3,4,5,5,5,3.5,5.5,4.5,3,3,2,176,27.440599,3,0.058066,-0.503567,-0.136908,0.206127,0.443503,1.134123,38,2,175,23.836735,3,-0.055073,0.451796,-0.70334,-0.465275,-0.358284,0.534522,35
5,4,3,3,4.5,3.5,5,4,4,4,5.5,3.5,4.5,4.5,4,3.5,5,4,4.5,4.5,4,4.5,3.5,4.5,3,3,3,4,3.5,3.5,3,3.5,4.5,4.5,4,4.5,4.5,4.5,4,5.5,1.5,2,2,2,2,184,22.448015,3,-0.608411,0.046241,-0.051407,-0.388591,-0.082533,0.665197,34,2,167,28.32658,3,-0.465402,-0.09703,-0.40636,-0.513399,-0.655808,0.157942,29
5.5,7,5.5,4,4,4,5.5,4,4,2.5,2.5,4,4,5.5,2.5,2.5,4,2.5,2.5,5,4,4,4,4.5,5,3.5,4.5,4.5,4,3.5,4,4,3,3.5,3.5,3.5,4,3,6.5,2.5,1,4,1,3,1,176,24.212294,3,-0.906329,-0.076701,0.529035,0.732779,0.713227,0.578845,49,1,167,20.79673,4,-0.475844,-0.370951,-0.174231,-0.14907,0.242836,-0.147122,39
5,5,2,2,5,4,2,4,4,2,2,2,4,4,4,5,7,5,5,5,5,5,6,5,3,2,3,6,2,7,3,2,4,6,5,6,4,4,5,3,2,5,2,3,2,187,19.731762,3,-0.475116,0.311473,0.216185,-0.165881,-0.001376,0.51434,28,2,185,25.420015,3,0.86221,0.879644,-0.006149,-0.161953,-0.993184,0.047451,28
5,4,5,2.5,4,4.5,4,4,3,3,5,4,5,4.5,5,3,6,4,4,7,4,2,4.5,6.5,2,4,4,3.5,4,4.5,4,4,4,4,4,4,4.5,4,7,3,3,3,5,1,2,176,27.117769,3,-0.054345,0.462451,-0.041612,-0.011346,-0.386083,-0.100706,35,2,169,20.657539,3,-0.330649,-0.361278,0.390341,-0.357092,-0.132105,0.297768,34
5.5,5.5,4,3,4,3,4,3,3.5,3,3.5,3.5,4,4,4,2,4,4.5,3,4,2.5,2.5,5.5,4.5,3.5,3.5,4.5,5,4.5,3,3,2.5,3,4,3,3.5,3.5,3,5,1,1,1,1,1,2,172,27.041645,3,-1.009754,0.330327,0.112953,0.21284,-0.005116,0.250203,42,2,160,33.203125,3,-0.62031,0.339509,-0.30499,-0.180608,0.397624,0.311823,37
4,3.5,2.5,3.5,4.5,3,6.5,5,3.5,5.5,5,3,5,4,5.5,5,5.5,5.5,5.5,6,4,4,6,5,4,1.5,3,6,3.5,5,3.5,2.5,4,3.5,4,5.5,5.5,4.5,6,5,3,4.5,3.5,3,2,185,21.621622,3,-0.042445,-0.229154,-0.059343,-0.930216,0.508821,0.328262,41,2,172,21.295294,4,0.757327,0.870462,-0.267666,0.07275,-0.528819,0.092825,38
4,5,6,4,6,4,7,2,4,4,3,3,6,5,6,5,5,4,4,7,6,6,5.5,4,1.5,1,1,4,1,5.5,4,4,4,7,4,3.5,4,4,4,2.5,4,4.5,3,3.5,2,167,18.645344,3,-0.43626,-0.503567,0.981145,0.029166,1.534454,0.673583,33,2,162,26.672764,2,-0.073044,0.718993,-1.028906,-1.213396,-1.786611,0.632869,34
5,5,5,3,2,4,3,3,5,2,4,2,6,6,6,3,5,6,2,7,3,2,2,7,3,4,4,5,3,4,5,2,4,4,3,5,5,4,6,6,2,6,4,2,2,176,25.826447,3,-0.168212,-0.237353,0.013443,0.72119,-0.925533,-0.486122,31,1,173,19.379198,3,0.078951,-1.356315,0.267518,0.23983,-0.441682,-0.353373,30
5,4,4,3,2,4,4,4,2,2,4,5,2,5,5,3,6,3,4.5,6,4,4.5,6,5,6,4,5,3,4,2,3,2,3,4,4,5,4,2,2.5,7,1,1,1,1,1,182,24.453568,4,-0.18764,0.61343,-1.310015,-0.051811,-0.615956,0.452549,43,1,163,26.346495,4,-1.277802,0.349181,0.216185,0.585195,0.363799,0.041364,39
5,2,4,2,3,5,3,5,3,3,4,2,5,4,5,2,5.5,3,5,6,3,5.5,6,4,4,2,3,3.5,3,5,2.5,3.5,4.5,4,4.5,4.5,3,4,4,5,4,6,4,4,2,184,21.857279,4,0.346999,0.595067,-0.838313,-0.080174,-0.683607,0.561369,34,2,158,26.037495,3,-0.627839,1.021441,-0.414296,-0.33359,-0.810596,0.378566,33
3,6,6,5,2,4,5,4,5,2,4,2,5,5,4,4,1,1,1,1,1,1,5,3,2,3,2,4,2,6,2,4,4,3,6,2,6,2,4,1,1,4,7,6,2,186,22.835011,3,-0.475116,-1.336969,0.029313,0.709639,-0.306379,0.736225,33,2,176,16.141529,2,0.635931,0.61343,-0.541333,-0.707757,-1.235109,1.24052,30
4.5,4,3,3,3.5,3.5,2,1,4,1.5,6,2,5,4.5,5,3.5,4,3.5,3.5,4.5,3,2.5,4.5,2.5,3,2.5,3.5,3,4,3.5,4,4.5,5,4.5,5.5,4.5,5.5,4.5,6.5,6.5,1.5,6.5,1.5,1.5,2,197,19.325415,3,-1.125079,-0.096047,-0.162574,0.151449,-1.380177,0.37952,27,2,164,29.372396,3,-0.444517,0.036569,-0.447898,-0.929837,-0.507046,-0.894691,26
5.5,5,5,3.5,5,5.5,4.5,2.5,3.5,2,2,3,4.5,3.5,4,3.5,6,4,2,5,2.5,2.5,5,4,4,2,4,3.5,4,3.5,2,3,2.5,2.5,4,5.5,4,4,5,5,5,5,5,3,1,177,31.919308,4,-0.477301,0.197711,0.346943,0.194814,0.772566,-0.150238,31,1,175,29.387754,3,-0.742435,0.878661,-0.303129,0.06051,0.248863,0.500741,27
5,6,3.5,3.5,2.5,6,5,5,3,2,4,2.5,4,4.5,4.5,3,6,6,2,7,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5.5,4,3,3,3,3,4.5,1,2,190,26.592798,4,0.469852,0.19722,-0.111241,0.421533,-0.185417,-0.366422,31,1,170,22.145329,3,0.224145,-0.503567,-0.303129,-0.469194,-0.132105,0.668024,30
5.5,4.5,4,3,3,5,4.5,3,4.5,3.5,3.5,3.5,5,5,3.5,3,7,5.5,2.5,6.5,6,1.5,6,6,2.5,2.5,2,6,5,4,2,2,3.5,3,2.5,4,4,4,7,6,1.5,6,4.5,2,2,176,22.275311,4,-0.62031,0.046733,-0.144843,0.001377,-0.092253,-0.268809,42,2,165,19.467402,4,0.058066,1.030623,-0.62448,0.038596,-0.17939,-0.45649,39
4,6,6,4,5,4,5,3,4,2,3,1,5,6,5,1,6,1,5,6,4,4,4,6,6,6,4,5,4,4,4,2,4,2,5,5,5,1,4,1,5,4,1,4,3,189,25.755157,3,-0.455688,-0.503567,0.75509,1.376282,0.673375,0.625832,36,2,164,20.449137,2,0.078951,-1.034029,0.513164,1.115846,-0.132105,0.774263,36
4,5,3,3,5,3,5,5,3,3,2,2,6,4,3,5,6,5,4,5,3,3,5,4,3,4,6,5,4,5,4,2,4,2,5,4,5,4,6,6,5,6,3,3,2,187,28.024822,3,-0.761134,0.045259,0.739219,-0.187615,0.927354,0.075727,31,1,167,21.513859,3,0.346999,-0.21899,0.44224,-0.051857,0.351746,-0.041787,26
5,6,6,2,5,6,5,5,4,2,5,3,6,5,6,2,2,6,1,6,4,2,6,2,2,2,2,6,5,6,2,2,3,2,5,6,4,5,2,6,3,5,2,2,1,172,20.957273,3,0.901065,0.311473,1.016607,0.852166,0.165419,-0.031297,37,1,155,23.309053,3,0.594162,1.163238,-1.080239,-0.317646,-0.052401,0.087324,41
6,6,6,3.5,3.5,5,5,5,3,2,3,2,5.5,6,5,2.5,4,4,4,4,4,4,5,4,4,4,4,5,5,4,5,3,3,4,4,4,5,4,1,1,1,5,1,1,2,175,23.510204,3,0.346999,0.481797,0.52296,1.044901,0.310487,0.728962,33,2,179,26.840611,3,0.078951,-0.502584,-0.303129,-0.330145,0.43145,0.214003,31
6,5,5,3,6,4,5,3,4,1,1,1,6,7,4,5,7,6,1,7,1,2,7,6,5,2,2,2,4,6,1,1,2,3,6,7,5,3,3,1,1,7,1,2,1,187,23.163374,4,-0.743163,0.330818,0.981145,0.849871,1.423258,-1.017237,37,1,172,23.999458,3,-0.184726,1.731409,0.290831,1.002816,-0.107999,-0.146409,36
3.5,5,7,4,1.5,5.5,2.5,3,6,3,5.5,2.5,2.5,5,6.5,1.5,3.5,5,5,4.5,3.5,3.5,3,4.5,2.5,3.5,2,5.5,2,5,5,4.5,6,3,2.5,3,6,2.5,2.5,4.5,2.5,2,2.5,2,3,196,19.783424,4,0.375412,-1.213044,-1.022831,0.823579,-1.582251,0.619179,43,3,170,23.183392,4,0.76777,-0.939122,-1.040562,-0.446125,-1.743066,0.562851,36
6,6,6,2,2,2,4,6,2,2,2,2,6,6,6,2,2.5,5.5,2.5,4,4,4,5,4.5,4.5,1.5,1.5,5,2,6,4,2.5,4,3.5,4,5.5,6,4,2,4.5,2,5,3,2,2,170,25.605536,3,0.102749,1.163238,0.290831,1.112603,-0.107999,0.600696,34,2,170,22.49135,3,0.902522,0.444088,-0.769249,0.129762,-1.356072,0.227219,35
5,6,6,3,3,5,4,3,3,3,2,3,3,5,6,2,4.5,4.5,2,4.5,3,2.5,5,3.5,3.5,5,6,4,3,5.5,4,3,2.5,6,4,4,3.5,3.5,2,5,2,4,3,2,2,189,29.394474,3,0.098379,0.329836,-0.251796,0.713117,0.133926,0.083695,36,1,163,34.62682,2,-0.216782,-0.484221,0.042028,-0.647003,0.423137,0.313132,33
6,4,5,4,3,3,4,4,4,2,3,4,5,4,4,4,4,3,3,3,4,4,6,4,4,4,4,4,3,5,4,4,4.5,4,5,5,5,4,5.5,6,3,5,2,2,2,180,27.469135,4,-0.741707,0.065587,-0.283537,-0.073779,-0.120052,0.846477,44,2,167,21.513859,2,0.080408,0.065587,-0.041612,-0.337035,-0.568671,-0.284028,36
5,6,4,4,4,4,3,5,5,3,4,3,5,6,5,4,6,3,2,5,5,4,4,4,2,2.5,3.5,5,3,5,4,4,5,4,3,3,4.5,4,5,3,3,5,4,3,2,187,29.740627,2,0.080408,-0.502584,0.513164,0.339838,-0.441682,0.379132,38,2,170,26.98962,3,0.203261,-0.10572,-0.685609,-0.835986,-0.816623,0.366365,35
