teg1m,teg2m,teg3m,teg4m,teg5m,teg6m,teg7m,teg8m,teg9m,teg10m,teg11m,teg12m,teg13m,teg14m,teg15m,teg16m,spaar1m,spaar2m,spaar3m,spaar4m,spaar5m,spaar6m,teg1v,teg2v,teg3v,teg4v,teg5v,teg6v,teg7v,teg8v,teg9v,teg10v,teg11v,teg12v,teg13v,teg14v,teg15v,teg16v,spaar1v,spaar2v,spaar3v,spaar4v,spaar5v,spaar6v,educm,heightm,BMIm,healthm,consm,extram,agreem,emom,autom,riskym,Agem,educv,heightv,BMIv,healthv,consv,extrav,agreev,emov,autov,riskyv,Agev
1.5,5.5,5.5,6,6.5,4.5,3.5,4,5.5,2,3,2.5,4,4.5,4.5,4,4.5,4,4,4,4,3.5,4,4,1,2,5,1,4,6,4,3,3,3,3,5,4,6,5,2,3,5,2,3,2,189,22.39579,4,-0.198082,-2.170863,0.717767,0.451416,0.571899,0.619462,41,1,168,17.71542,3,-0.738793,0.026896,-0.322721,-0.692462,0.363799,0.239063,38
4,3,6,3,4,5,4,5,4,5,3,2,7,6,6,2,3,3,4,7,6,2,6,6,2,2,7,6,5,6,4,2,3,3,2,2,5,7,6,5,1,7,5,2,2,180,24.691359,3,0.634474,-0.238336,0.204035,0.279371,0.121873,0.523468,38,1,157,24.341759,3,0.881637,0.59605,0.454389,-0.690587,1.157227,-0.388676,36
4,4,5,3,1,6,4,4,3,3,5,2,4,5,6,2,6,6,3,6,4,3,4,4,3,4,5,4,5,3,2,3,1,5,4,5,4,5,6,6,3,7,4,1,2,174,24.111507,4,0.633017,0.045259,-1.028906,0.44669,-1.11186,-0.138147,37,2,164,29.7442,4,-0.743163,0.063622,-0.061203,-0.578981,1.181332,-0.494503,35
4,6,5,2,5,4,6,2,5,3,3,2,6,6,3,3,2,1,4,4,3,3,5,5,4,3,5,5,4,5,5,4,4,3,5,5,6,3,7,4,7,7,7,5,2,183,32.249393,3,-1.298687,-0.256698,1.016607,0.720834,0.982952,0.987825,28,1,168,35.43084,3,0.634474,-0.237353,0.477702,0.065338,0.109821,0.763754,29
4.5,5,4,4.5,2.5,5,4.5,4,3.5,3,5,3,4.5,4.5,5,4,3,2.5,5,4,4.5,4,6.5,6.5,5,2,5.5,5,5,6,3,3,4,2,6,6,5,2,4.5,5,4,5,2.5,3,2,187,24.307243,3,0.078951,-0.352097,-0.257871,0.002906,-0.594183,1.125464,42,2,172,25.351542,2,0.615046,1.021932,1.276264,0.925584,0.54036,0.180731,38
4,5,2,5,4,5,2,5,4,6,6,4,6,5,6,5,6,3,5,6,2,4,6,5,6,5,5,4,4,4,4,4,4,4,5,5,5,2,7,7,1,6,1,1,2,183,23.888441,3,0.634474,-0.768798,0.497294,-0.846476,-1.259215,0.230674,49,2,178,23.671253,4,-0.18764,-0.199644,0.477702,0.307096,0.109821,-1.088866,39
6,7,6,3,2,5.5,5.5,6,4,3,2,3,5,7,5,2,5,2,4,5,3,5,6,6,5,3,5,5,5,5,3,2,3,2,5,5,6,3,6,6,3,5,3,2,2,168,23.738663,3,0.748342,0.330818,0.306701,1.116129,0.356366,0.675483,34,2,158,20.829996,4,0.634474,0.614413,0.75509,0.727725,0.673375,-0.228785,36
4,6,4,2,6,3,3,5,5,3,4,3,6,6,5,2,6,7,1,7,2,1,4,4,6,2,2,6,2,6,2,1,4,6,2,6,6,2,7,7,1,7,1,1,2,180,23.456791,4,-0.186183,-0.256698,1.258533,0.610643,0.04217,-1.005028,39,2,168,20.549887,3,1.169113,0.594084,-1.310015,0.461156,-1.235109,-1.219422,37
4,3,3,4,1,2,3,6,2,2,3,6,3,3,4,6,2,6,5,6,7,5,7,7,2,1,2,7,2,6,7,6,6,7,6,4,6,3,1,7,1,1,2,2,2,175,26.12245,2,-0.472202,0.063622,-1.567811,-1.106623,-0.91348,1.04159,33,2,156,32.873108,3,1.435704,0.295075,0.568219,-0.815273,-1.743066,0.421709,30
6,6,6,3,2,6,2,6,5,4,6,4,3,4,6,3,6,5.5,1,5,1,1.5,7,5,5,2,4,5,3,6,5,5,3,6,4,3,4,5,6.5,7,1.5,7,1.5,1,1,170,26.98962,3,1.169113,0.047224,-0.493721,0.178228,-1.743066,-0.661832,38,1,170,31.141869,3,0.327571,0.597032,-0.025741,-0.87635,-0.187703,-1.061062,37
4.5,5.5,5,3,5,5,3.5,5,4.5,1.5,4.5,3.5,6,5.5,5,2.5,4,3.5,1,5.5,3.5,3,6,6,3,3,5,6,4,6,4,2,4,7,5,1,5,4,7,3,2,6,7,2,2,192,26.584202,2,0.346999,-0.237844,0.877913,0.669268,-0.171957,0.103745,33,2,174,24.772097,1,0.881637,0.330818,0.75509,-0.812331,0.109821,0.133263,32
6,4.5,3,3,5.5,5.5,6.5,7,6,1.5,4,4,4,2,2.5,6.5,7,1,4,7,2.5,6,3.5,4,2.5,1.5,3.5,3.5,2.5,3.5,3,1,1.5,1.5,3.5,3.5,3.5,2.5,6,6,1,7,1,3,2,186,23.413111,3,0.297701,-0.23637,0.198453,-0.772363,1.004725,0.350209,31,2,174,21.469151,4,-0.886173,0.300817,-0.55485,0.229698,-0.082487,-0.798236,34
6,6,3,2,4,5,4,6,4,2,5,2,6,3,6,4,5,5,2,6.5,2,3,6,4,6,5,4,6,5,5,5,2,3,1,6,3,4,4,5,3,1.5,5,3,2,2,200,26,3,0.902522,0.59605,0.774682,0.093372,-0.386083,-0.326953,41,2,175,22.530613,4,0.326114,-0.483238,0.219906,0.29621,0.43145,-0.008319,40
3.5,5,4.5,3,6,4,4.5,5,4.5,2.5,3,3.5,4.5,5,4.5,4.5,6,5,3.5,6,5,3.5,6.5,6.5,4,5,4,4.5,5.5,3.5,4,1.5,2.5,1,4.5,6.5,5.5,1.5,5.5,3.5,2.5,6.5,3.5,1.5,2,183,19.110752,4,-0.06333,-0.522421,0.588869,0.065329,0.760513,0.167045,28,2,170,29.411764,3,-0.044631,-0.057356,0.5211,1.2789,0.713227,-0.201822,31
4.5,6,3,5,4,5,5,5,3,3.5,5,5,2,3,3,5,3,3.5,3,3,3,3,5,4,6,4,5,6,4,6,4,3,1,2,4,4,5,2,4,4,3,4,4,3,2,188,29.425079,3,-0.227952,-0.342915,-0.271388,-0.635436,-0.076507,0.686741,35,2,180,29.320988,4,0.881637,-0.21899,-0.061203,0.431847,0.871756,0.513736,26
6,7,6,4,6,4,5,3,4,1,2,3,4,6,5,3,6,6,2,6,2,3,4,6,6,4,6,5,6,2,5,1,2,2,5,7,5,1,3,3,4,7,2,4,1,178,23.98687,3,-0.455688,0.065587,1.012886,1.126667,1.169279,-0.45706,43,2,160,24.609375,2,-0.457145,-0.787161,0.997016,1.519214,1.478856,0.316094,41
5,5,5,3,5,5,4,6,3,2,3,3,4,3,5,2,6,3,3,6,3,3,5,6,3,3,5,5,4,5,3,2,4,2,5,5,5,2,6,6,3,7,2,2,2,178,24.302486,4,0.615046,0.329836,0.216185,0.331838,0.363799,0.021415,39,2,166,24.314123,4,0.346999,0.329836,0.75509,0.628495,0.109821,-0.59819,38
3,5,6,4.5,5,3.5,4,5,4,2,3,5,5,6,5,3.5,3,2,3,5,3,5,6,6,2,4,2,6,3,6,4,4,4,5,3,4,4,5,7,5,2,7,2,1,3,191,22.477453,3,-0.052888,-0.920759,0.477702,0.385974,0.363799,0.785358,28,2,174,22.12974,2,0.594162,0.065587,-0.493721,-0.690118,-0.925533,-0.830232,27
4,5,7,7,2,4,5,1,6,1,1,2,3,6,4,4,7,5,1,6,1,1,6,4,3,3,6,6,5,6,4,3,1,4,3,4,5,3,6,4,3,6,2,3,2,187,37.175785,3,-1.279259,-1.866449,-0.771109,0.95947,0.455556,-0.910296,40,2,168,29.053288,2,0.881637,0.330818,-0.080795,-0.312058,1.423258,-0.176164,36
4.5,4,4.5,5,3.5,4,4.5,3.5,4.5,3.5,3,5,4,4.5,4.5,4.5,4,4.5,4,4,5,3.5,6,5,5,4,6,3.5,5,4.5,4,3,3,3,4.5,4.5,3.5,4,3.5,4,4,4.5,4.5,2.5,1,185,23.082542,3,-0.465402,-0.768307,-0.424092,-0.47091,0.155699,0.736163,36,1,168,26.927437,4,-0.618125,0.065587,0.588869,0.120222,0.915301,0.601531,27
3,5,3.5,2,5,5,4,3.5,3.5,1.5,4,1.5,6,5.5,5.5,4,5,1.5,6.5,5.5,3.5,4.5,4,3,3,3,4,2,4,4,2,6,3,3,6,4,4,4,6,2,4,5,2,4,2,167,29.402273,3,0.088665,-0.115884,0.739219,0.477397,0.109821,0.90836,42,2,163,22.959087,3,-1.008298,0.328853,-0.057482,-0.875027,0.121873,0.348189,41
4,6,5,5,3,5,5,4,5,1,2,4,2.5,6,6,2,3.5,1.5,1,4,2,2.5,3.5,5,6,3.5,5.5,3,5.5,4,3.5,1.5,2,3,4,3.5,5,2,4,1,1,3.5,5,5,1,193,20.134769,3,0.366426,-1.052392,-0.382555,0.877782,0.443503,0.312309,36,2,170,25.951557,4,-0.454231,-0.371443,0.337147,0.584759,1.203105,0.97631,31
4,6,6,1,7,3,6,4,2,5,1,5,5,6,5,2,5,1,2,5,5,5,5,3,2,3,1,6,1,6,6,1,4,6,2,2,6,4,4,3,2,5,6,4,1,187,26.309017,4,-0.454231,0.859316,1.238941,0.310622,1.97476,0.776703,39,1,176,19.369835,3,1.169113,-0.520947,-1.829328,-0.946244,-1.786611,0.699626,38
6,6,3,3,2,6,3,6,4,2,4,3,5,5,6,4,6,5,5,6,4,4,6,5,5,3,6,5,5,5,3,3,3,3,6,4,4,3,3,5.5,2,5,2,3,2,180,30.246914,2,1.169113,0.330818,0.029313,0.229413,-0.925533,0.268691,41,1,172,25.689562,3,0.059523,0.614413,0.981145,0.189545,0.915301,0.036439,39
5.5,6,6,2,6.5,2,6.5,3.5,3,2,2,1.5,5,6,4,2,5,2,3,5,2,1.5,5,6,5.5,3,3.5,2.5,4,4.5,3,2,4.5,2,4.5,5.5,5,2.5,5.5,2,3.5,5.5,2,2.5,1,186,24.569315,4,-1.142321,0.737355,1.117978,1.176741,1.754607,0.069712,29,2,176,28.08626,3,-0.453503,0.329836,0.261443,0.920164,-0.380057,0.115448,28
6,4,6,5,5,6,6,5,3,2,2,2,6,6,6,2,4,4,5,5,3,2,6,6,2,1,6,5,4,7,1,2,5,4,2,4,6,6,7,4,2,5,2,2,3,182,19.623234,4,0.901065,0.08395,0.461831,0.835215,1.23693,0.366639,33,2,161,25.847769,2,1.17057,1.712064,0.212463,-0.419144,0.097768,-0.366935,31
4,6,6,4,4,6,4,6,6,3,4,4,5,6,6,2,4,7,2,7,1,1,4,6,4,5,5,4,4,6,4,6,4,6,6,4,4,4,2.5,5.5,2.5,3.5,1.5,1.5,3,179,24.03171,1,1.169113,-1.070755,0.513164,0.716999,-0.132105,-0.798794,57,2,175,20.244898,3,0.06098,-0.768798,1.016607,-0.72646,0.109821,0.112989,31
4,4,4,5,2,5,5,4,5,3,5,4,3,5,5,3,5,3,5,5,4,4,5,4,3,3,3,5,3,5.5,3.5,2.5,4.5,3.5,3.5,4.5,5.5,2.5,6,3.5,3,5,2,2.5,2,186,27.748873,3,0.078951,-1.052392,-1.048497,-0.062583,-0.560358,0.683918,38,2,172,19.267172,3,0.62476,0.188039,-0.675813,-0.044614,-0.810596,-0.057416,38
5,6,6,6,5,4,5,2,4,2,4,1,6,6,6,1,5,2,4,5,5,4,6,4,3,1,7,3,5,6,2,2,3,5,6,6,4,3,4,2,2,6,4,4,2,196,24.729279,4,-0.43626,-0.749452,1.016607,1.376282,0.419397,0.77917,35,1,168,23.384354,3,-0.205611,1.42847,0.945682,-0.036968,1.157227,0.441769,35
4,6.5,6,5,3.5,3,2.5,5,2.5,5,2.5,4,3.5,3,2.5,4.5,5.5,5.5,2,5.5,4,3,6,6,2,2,6,6,6,7,2,2,6,6,2,2,6,2,4,3,6,3,3,3,2,175,21.87755,3,-0.904872,-0.343407,0.13862,-0.226737,-0.336465,-0.077502,39,2,159,20.568806,1,1.437161,1.163238,0.212463,-0.398407,0.462943,0.932262,35
3.5,6,6.5,1.5,1.5,5,3,2,2,1,2.5,1,3.5,6.5,7,1,5.5,1.5,2,5.5,3,2,5,4,2,4,3.5,6,1.5,6.5,5,2.5,4.5,6.5,2.5,3,4,5,7,5.5,1.5,6,4,3,3,172,26.027582,3,0.117806,0.584411,-0.483925,1.640069,-0.665528,0.058444,39,1,172,23.661438,3,0.728186,-0.502584,-0.816368,-1.083506,-1.153998,-0.353094,39
2,6,6,5,3,2.5,5,3,4,2,3,2,4,6,5,5,5.5,2.5,3,4.5,2.5,5.5,6,6,5,3,6,3,5,6,2,2,3,2,5,4,5,2,4,3.5,3.5,3.5,3.5,4,3,197,21.386791,4,-0.855574,-1.337952,0.009722,0.706395,0.189524,0.543045,30,3,179,21.534908,4,0.081865,0.898007,0.997016,0.730968,0.915301,0.733573,30
7,2.5,5.5,1.5,1.5,5,4.5,5,3.5,1.5,2.5,2.5,5,4,6,2,6.5,3,3.5,5.5,2.5,2,7,4,1,2,5,6,6,6,2,3,5,4,6,3,4,4,7,7,1,7,1,1,2,178,26.511805,3,0.634474,1.155039,-1.062507,0.309584,-0.201163,-0.082241,40,2,178,24.93372,3,0.594162,1.447815,0.461831,-0.814252,0.474995,-1.219422,34
4,6,5,6,4,6,5,4,4,2,2,4,6,4,3,6,5,3,2,4,3,2.5,7,4,4,4,3,6,5,6,4,1,6,5,5,4,5,3,5,5,3,5,3,1,2,194,21.787651,3,-0.229409,-1.034029,0.774682,-0.067195,0.685428,0.22985,43,2,178,22.09317,4,0.881637,0.350164,-0.283537,-0.04492,-0.572411,-0.146299,42
6,4.5,2.5,4,2.5,5,2.5,6,5,2,3.5,4.5,4.5,4,6,4,4.5,2.5,4.5,5.5,3,3.5,6,5,2,2,4,6,1,6,4,4,6,6,2,3,6,5,5,1,1,5,3,4,2,172,30.42185,4,0.902522,-0.218007,-0.396565,-0.361861,-0.832369,0.500426,44,2,159,24.524345,2,1.169113,0.59605,-0.548776,-1.089248,-1.568791,0.344889,40
5,5,3,1,6,7,6,6,1,1,4,1,1,4,7,4,1,7,1,7,1,1,6.5,5.5,2.5,5,5,7,4,6,6,1,1,1,1,5.5,4.5,2.5,1,7,1,5,1,1,2,183,26.874496,3,1.723179,1.427487,-0.326442,0.354164,0.970899,-0.582819,36,2,172,30.42185,3,1.004491,-0.624544,-0.429674,0.766195,0.871756,-0.321708,32
3.5,4.5,5,4,4.5,3,4.5,3.5,4.5,3,4.5,3.5,4.5,4.5,3.5,3.5,1.5,1.5,4,2,1.5,4,4,6,2,2,4,4,5,2,4,2,4,4,5,4,4,2,4,4,4,4,4,4,2,185,24.251278,4,-1.019468,-0.787652,0.087287,0.054438,0.016657,1.207804,33,2,176,23.566631,3,-1.011211,0.026896,0.513164,0.122466,0.177472,0.728962,31
4,2,2,4,3,6,3,6,1.5,3,6,2.5,6,6,6,5,2,2,1,2,5,6,6,6,4,3,3,6,3,5,4,2,5,4,5,4,5,3,5,3,3.5,5.5,4,4,2,182,20.528921,4,1.169113,0.205419,-0.576796,-0.520834,-1.191564,1.40796,29,2,159,24.128792,3,0.61359,0.330818,0.271239,0.221696,-0.937585,0.46515,27
4,6,5,7,5,3,6,3,2,1,4,2,4,6,4,2,2,2,2,3,6,6,3,5,3,4,2,4,4,5,5,3,5,3,2,6,6,4,3,3,1,3,5,5,2,180,27.777779,3,-1.009754,-0.732072,0.493573,1.134336,0.728974,1.488024,25,2,168,19.84127,3,0.367883,-1.071738,-1.032627,0.083828,-0.869934,0.969118,25
6.5,5.5,5,2.5,3.5,5,5,6,4.5,1,1,3.5,5,6,6.5,4,7,5.5,1,7,5.5,1,6,5,4,2,2,5,2,5,3,3,6,2,4,4,5,3,6,7,7,7,2,1,1,176,25.826447,2,1.04626,0.463925,0.253508,0.601769,0.818444,-0.598173,41,2,164,30.487804,4,0.346999,0.879644,-0.509592,0.200506,-1.743066,-0.391069,40
3.5,3,5,3.5,1.5,3.5,2,2,4,4,4,2,2.5,6.5,5,2,6,6,2.5,5,2,2,7,7,1,5,7,7,7,7,4,1,1,4,5,5,7,7,1,7,2,6,1,1,2,193,30.336386,3,-0.857031,-0.51324,-1.577607,0.367184,-1.356072,-0.388242,35,1,172,35.154137,3,1.991227,0.084933,1.516329,-0.26196,2.284336,-0.349937,32
3,6,3,5,3,6,5,5,6,2,2,5,4,5,5,4,5,1,5,6,1,5,7,4,4,4,6,5,5,4,4,3,5,3,6,5,5,3,6,6,1,6,1,1,2,194,26.570305,3,0.61359,-1.620564,0.009722,-0.027141,0.443503,0.519952,36,2,176,27.117769,3,0.078951,0.350164,0.703757,0.065694,0.407344,-0.893481,34
4.5,6,5,7,7,2,5.5,4,5.5,5,1,1,5,6,4,4,7,2,1,4,1,1,5,4,6,3,4,4,4,4,4,2,4,1,4,6,5,2,4,4,4,4,4,4,2,187,30.026594,3,-1.008298,-1.582364,1.238941,0.435609,1.819972,-0.38133,31,2,168,24.801588,4,-0.18764,0.046241,-0.303129,0.963492,-0.132105,0.728962,26
6,3,5,2,2,3,3,5,5,5,5,1,1,4,3,4,6,4,5,4,6,6,3.5,2.5,2.5,2.5,3,3,3,4,3,1,1,1,2.5,3,3,3,1,1,1,4,3,4,2,176,27.117769,4,-0.761134,0.312455,-1.84892,-0.244791,-1.179511,1.061476,36,2,173,19.379198,2,-1.029182,0.035586,-1.353413,-0.047986,0.078328,0.899846,30
3.5,6,4.5,3.5,3,6.5,4,4,7,1,1.5,3,1.5,6.5,4,4,7,2,2,7,7,1,6,5.5,2.5,5,4,4,5.5,4.5,4,3,4,3,4.5,6,5.5,5.5,6,3,5,7,5,2,2,190,21.052631,3,0.191362,-1.364022,-0.644072,0.742676,0.260915,-0.020908,36,2,170,31.83391,3,0.090122,-0.199644,0.243712,-0.108587,0.33226,0.199199,31
7,7,7,3,7,4,5,5,4,4,1,3,7,7,5,5,7,7,4,7,7,3,4,7,4,2,2,4,2,4,5,1,4,3,6,7,7,3,7,7,1,4,5,4,2,169,25.909456,4,0.080408,0.615395,2.039364,0.688188,1.665183,-0.03688,43,2,165,26.078972,3,0.387311,-0.256698,0.568219,1.024193,-1.235109,-0.05588,40
6.5,5,6,2.5,1.5,4,4,3.5,2.5,2.5,5,2,4.5,5,6,3,6,5.5,2,5,2.5,2,5,6,2,4,7,6,6,7,6,2,4,5,3,3,4,6,5,5,2,5,2,2,2,195,18.408941,3,-0.034188,1.031114,-0.499796,0.636822,-0.990897,-0.340615,26,2,175,19.591837,3,0.86221,-0.786178,0.715906,-0.67958,1.212825,-0.244019,22
4,6,4.5,5,4,3.5,4.5,3,5.5,3.5,5.5,3.5,5,5.5,4,3,3,1,5,7,4,4,5,4,4,3,3,5,4,3,5,2,6,4,4,5,5,3,3.5,1.5,4.5,4.5,3,4,2,186,26.303619,2,-0.876459,-1.194189,0.513164,0.334156,-0.358284,0.813578,43,3,174,23.120625,3,-0.189097,-0.237353,-0.545054,0.076467,-0.881987,0.882817,39
5,4,6,4,3,5,5,4,5,3,3,3,2,6,5,4,7,7,2,7,2,2,6,4,2,2,3,4,5,5,2,5,1,5,3,5,4,5,6,5,1,6,2,1,2,198,25.507601,3,0.078951,-0.502584,-1.068089,0.297083,0.189524,-0.895902,41,2,172,32.449974,2,-0.207068,1.163238,-0.806572,-0.974397,0.697481,-0.695902,39
4,6,5,3,4,4,5,4,4,2,3,2,5,5,5,4,4,3,2,5,4,2,5,4,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,2,4,5,4,2,168,20.549887,3,-0.18764,-0.238336,0.513164,0.592323,0.43145,0.257239,32,2,165,23.507805,3,-0.475116,0.046241,-0.303129,-0.447461,-0.187703,0.632603,32
5,6,5,3,6,4,3,5,4,2,4,3,6,4,5,3,6,4,1.5,6,3,2,5,5,5,5,6,6,6,5,5,3,4,4,4,4,5,5,5.5,4.5,4,5,4,4,2,192,27.398003,3,0.080408,0.046241,1.258533,0.467289,0.04217,-0.33426,44,1,169,27.309969,3,0.61359,-0.767815,0.45811,-0.209537,0.970899,0.394614,41
4,6,5,2,6,2,3,2,4,2,2,3,3,5,5,3,5,2,1.5,6,2.5,4,5,3,2.5,5,4.5,5.5,4,5,6,2.5,3,6,4.5,4,4,5.5,4.5,4.5,2.5,5.5,3.5,2,3,183,25.97868,3,-1.256918,0.026896,0.473981,0.599448,0.550126,0.122064,30,2,172,21.633316,3,0.192819,-1.05141,-0.328795,-1.034946,0.242836,0.001999,29
4,6,6,4,4,3,5,3,5,2,3,2,4,6,6,4,5,6,2,6,3,1,6,5,2,2,6,5,3,6,3,5,4,6,3,3,3,6,2,2,2,2,2,2,2,192,24.956596,4,-0.434803,-0.787161,0.251647,0.841798,0.43145,-0.468466,34,2,157,32.04998,3,0.040095,0.879644,0.196593,-1.363701,0.04217,0.733804,32
3,4.5,3.5,4.5,2,3,3.5,3.5,5,3.5,5,3,5.5,5,4,3.5,6.5,2.5,1,5,2,5.5,4.5,5.5,5.5,3,2.5,4.5,2.5,6,3,3.5,3.5,2,3,5,5.5,3.5,6.5,4.5,1.5,6.5,3.5,2,1,190,30.470915,3,-0.87573,-1.204354,-0.25601,-0.060843,-1.024723,0.112867,26,1,174,20.808561,3,0.625489,0.187547,-0.511453,0.44076,-0.832369,-0.443084,24
6,6,6,3,4,3,3,4,3.5,3,2,1.5,6,6,5.5,2.5,3,2,1,4,4,4,6,6,5,4,6,3,5,4,4,4,3,2,4,6,4,3,4,4,4,5,2,4,2,190,24.376732,4,-0.310493,0.472616,0.774682,0.96999,0.066275,0.706654,29,2,174,22.12974,3,-0.741707,0.065587,0.735498,0.581784,0.915301,0.38182,25
3,7,6.5,2.5,5,2.5,4,3,2,2,5,1,5.5,6,5.5,2,4,5,2,5,2,3,4,7,2,3,6,5,3,5,3,2,1,3,6,5,5,5,4.5,2.5,3,4,1.5,3,1,197,24.994202,4,-0.711837,0.176892,1.163237,1.438232,-0.144158,-0.025019,23,1,170,22.49135,4,0.346999,0.045259,1.535921,0.115388,0.804105,0.323879,26
5.5,4.5,6,2.5,4,4.5,4.5,4.5,3.5,2.5,4,4.5,3,4,5.5,3,5,2,5,5,3,3,5,5,4.5,2,5.5,4,4,5.5,3.5,5,5,5.5,5.5,5,5.5,3.5,6.5,3,4,6,4.5,4.5,2,183,22.096807,3,0.223417,0.462943,-0.425952,0.114624,0.022683,0.552009,47,2,165,24.977043,3,0.358169,0.45327,0.729423,-0.403448,-0.023195,0.402482,42
2,6,2,2.5,2,4.5,2.5,4.5,5,2,4.5,3,3,4,5,3,3,2.5,2.5,2.5,4,4,3.5,3.5,3,2.5,5.5,4,3.5,5,4.5,3,3,4,3,5.5,3.5,2.5,4,3,3,3,2.5,2,2,183,24.784258,2,0.079679,-0.958468,-0.493721,0.11534,-1.20731,1.011334,24,2,162,22.10029,2,-0.350806,-0.389805,-0.340452,-0.115466,0.329973,0.458236,25
4,6,7,4,3,2,3,3,5,4,4,1,5,6,5,3,2,4,4,3,3,5,7,6,5,3,7,5,5,6,3,3,6,2,6,7,6,1,6,7,4,6,3,1,2,177,24.577868,3,-0.98887,-0.787161,0.271239,0.944694,-0.683607,1.076326,22,2,176,22.275311,2,0.902522,0.89899,1.500459,1.123798,0.395292,-0.459199,23
6,3,3.5,2.5,2,4.5,2,6,4,3.5,5,3.5,6,4,5.5,4,5.5,4.5,3.5,5,2.5,3,6,5,5.5,4,4.5,5.5,2,4.5,4,2,4.5,5,5,4.5,6,3.5,6,6,1.5,5.5,2,3,2,192,21.701389,3,0.625489,0.463434,-0.541333,-0.532883,-1.489087,0.06811,27,3,183,18.513542,3,0.633746,0.065587,0.356739,0.129077,-0.757284,-0.442946,25
3,5,6,2,6,2,5,6,5,5,3,5,5,6,5,3,5,6,5,4,1,1,5,6,4,3,2,5,4,5,5,3,5,3,6,6,6,2,7,7,1,7,1,1,2,186,29.772228,3,-0.184726,-0.541275,0.719628,0.036526,0.915301,-0.116963,49,3,171,25.990904,1,0.634474,-0.237353,0.290831,0.610643,-0.869934,-1.219422,42
5,5,5,5,5,5,3,5,5,2,6,3,5,6,5,3,5,4.5,1,5,1,2,4.5,4,3,5,5,6.5,5,6,5.5,2.5,4,4.5,6.5,7,7,4,7,3,1,7,1,1,2,175,24.163265,3,0.346999,-0.767815,0.477702,0.592913,-0.707713,-0.409997,41,2,165,31.221304,3,1.589884,-1.051901,0.59259,-0.045598,0.419397,-0.862282,38
5,5,5,2,5,5,3,5,4,4,5,3,5,4,5,5,5,4,5,6,6,4,6,4,5,4,5,5,5,3,5,4,4,3,5,3,6,3,5,4,5,5,4,4,2,195,26.824457,4,0.346999,0.311473,0.477702,-0.220309,-0.453734,0.680664,33,2,171,25.306932,3,0.098379,-0.218007,0.200314,-0.220358,0.419397,0.594633,29
7,6,4.5,2,5.5,4.5,4,5.5,3.5,2,2.5,2,6.5,6,5.5,2,5.5,5,4.5,4.5,4.5,5.5,6.5,5,4.5,2,5,3.5,3,5,3.5,2,3,1.5,5.5,6,5,2.5,5.5,5,5.5,5.5,6.5,2,2,193,22.282478,2,0.491465,1.022424,1.268329,0.936628,0.611751,0.689909,36,2,175,24.489796,3,-0.052888,0.880135,0.608461,0.794372,0.054222,0.483116,33
3,6,5,3,6,4,5,5,4,3,4,2,4,5,6,3,4.5,4.5,2.5,5,3,2.5,5,5,3.5,3,3,6,3,5.5,3.5,3.5,6,4.5,5,4,6,3,6,4,2,6,5,2,2,172,25.351542,3,0.367883,-0.522913,0.735498,0.588675,0.661323,0.069581,32,2,167,24.740938,3,1.035089,0.188039,-0.006149,-0.24837,-1.191564,-0.066509,36
5,5,5,5,3,3,4,3,4,4,5,2,3,3,5,2,7,5,1,5,5,3,7,5.5,4,3.5,6,3,4.5,6.5,4,6,3,5,5.5,2,4,6,3,6,2,5,2,3,2,189,22.39579,3,-0.722279,-0.484221,-0.529184,0.182016,-0.628009,-0.120766,36,2,183,24.784258,3,-0.071587,0.48278,0.98908,-1.202653,0.760513,-0.008203,31
5.5,3.5,6.5,4,2,4.5,4,5,4,2,5.5,2,6,7,5,1.5,1.5,7,1,6,1,1,5.5,6,4,6.5,6.5,4,6.5,5.5,3.5,2,1,3.5,4.5,7,4.5,4,2.5,7,1,6,1,1.5,2,174,23.781214,3,0.213703,-0.076701,-0.402639,1.024386,-0.996924,-0.505313,22,2,169,23.108435,3,0.070694,-0.597982,0.98722,0.546909,2.008585,-0.554964,28
4,6,7,2,4,2,4,2,5,1,6,3,4,5,6,2,5,3,1,6,5,1,4,3,2,2,2,7,2,6,7,2,6,1,2,3,6,3,6,7,1,7,1,1,2,196,23.948355,3,-0.969442,-0.256698,0.251647,1.108533,-0.640062,-0.08635,35,3,168,20.195578,4,1.435704,-0.823887,-1.587403,-0.176346,-1.743066,-1.113321,35
7,6,6,4,7,3,4,3,3,2,2,2,6,6,4,2,5,2,2,6,5,3,7,4,1,3,5,4,3,6,3,4,4,6,2,5,4,5,7,6,6,5,6,1,2,183,28.367523,3,-1.009754,0.633758,1.500459,1.112603,1.101628,0.331062,27,2,175,19.591837,3,0.06098,0.89899,-0.584238,-1.080941,-0.199756,0.184075,24
6,6,5,2,7,3,5,6,4,5,5,5,3,6,3,2,4,1,2,5,5,5,6,5,5,5,4,6,4,4,4,2,3,6,4,5,5,4,4,4,1,5,4,1,2,187,21.733536,3,-0.493087,0.59605,0.715906,0.193306,0.64927,0.882803,31,2,158,28.040379,3,0.345542,-0.199644,-0.025741,-0.05948,0.121873,-0.047273,32
