yeara,mktcap,nFIRM,comp,nCEO
2003,18484.123,322,21974.25,37
2004,21123.457,300,,
2005,21337.924,264,,
1991,11932.846,221,,
1992,12420.086,216,,
1993,12963.307,217,,
1994,11290.477,237,,
1995,14940.198,235,,
1996,13508.064,274,,
1997,13840.367,292,,
1998,14038.522,337,,
1999,12568.921,412,,
1998,9633.5332,438,,
1991,7741.3394,297,1935.1423,337
1992,8952.6094,267,1923.5178,480
1993,9300.9277,271,2406.2512,462
1994,9271.3623,279,4708.3696,203
1995,9440.4277,327,4340.4268,338
1996,9411.7324,355,,
1997,9708.2148,402,,
1998,8970.5752,459,,
1999,10451.886,477,,
1991,48368.305,44,2905.1243,193
1992,46243.828,51,3850.4968,163
1993,52277.68,52,4711.9868,173
1994,51210.043,52,4920.5332,186
1995,56139.09,57,5020.5391,273
1996,62683.938,61,6602.792,234
1997,68431.406,70,5981.5771,299
1998,72582.203,79,4758.9741,496
1999,76393.633,89,6188.6221,390
2000,70560.5,103,10047.421,257
2001,129996.76,51,7221.123,306
2002,106678.52,50,10466.802,151
2003,123346.08,52,9567.8867,198
2004,138732.41,44,,
2005,159343.5,33,,
2003,11575.423,461,8608.9238,239
1991,46958.73,46,,
1992,48996.867,46,8188.6172,50
1993,63172.68,37,9554.1797,58
1994,62315.379,39,8869.2803,61
1995,69106.641,44,15722.091,45
1996,72236.039,49,12869.121,97
1997,75326.211,62,,
1991,19945.221,128,2594.5496,229
1992,21813.047,118,2328.8098,363
1993,24972.967,111,2382.3179,472
1994,25697.098,114,3203.6794,349
1995,28423.869,123,4743.356,295
1996,25438.545,159,5549.6128,293
1997,28002.084,164,4891.6606,398
1998,26545.264,185,7284.2695,311
1999,27738.854,225,9585.4209,263
2000,33175.492,204,7799.4956,338
2001,33846.543,193,8346.5381,245
2002,34737.297,166,6751.9761,296
2003,40110.363,166,4909.5781,477
2004,44868.367,154,,
2005,50008.746,122,,
1999,11945.219,430,,
1991,5944.4312,356,,
1992,5775.1489,388.5,,
1993,6011.2515,401.5,,
1994,5437.543,445,,
1999,9916.1074,497,42145.574,33
2001,9656.2539,491,,
1993,5308.8071,451,,
1994,5025.4956,470,,
1995,5306.5449,498,,
1997,9955.6885,390,10018.774,151
1998,17661.951,282,12469.4,165
1999,36444.535,181,15992.775,151
2000,41305.559,170,19944.027,93
2001,40819.238,156,,
2002,32493.457,177,6855.0166,290
2003,36303.172,177,6660.5566,323
2004,26764.592,239,,
2005,23435.506,247,,
1991,12065.539,220,,
1992,11561.351,225,,
1993,10516.014,244,,
1994,9245.5889,281,,
1995,8791.4746,340,,
1996,8456.8662,386,,
1997,8792.9561,426,,
1998,12000.972,369,31920.453,38
1999,15216.428,365,,
2000,12882.114,418,5991.0327,427
2001,9726.626,487,19017.473,62
2002,10899.058,423,5406.2402,389
2003,10757.201,500,7277.0332,296
2004,12442.478,484,,
2005,11184.953,462,,
1991,11126.24,232,1413.9366,466
1992,11244.385,228,,
1993,10822.007,238,,
1994,10307.522,254,,
1995,11291.791,280,3087.9729,497
1996,13151.017,280,,
1997,13993.088,290,,
1998,15115.815,315,,
1999,17312.352,326,,
2000,31067.734,215,,
2001,12066.575,409,,
1991,69775.898,26,5350.8813,69
1992,71543.859,26,5853.7451,90
1993,73798.188,28,6631.2964,102
1994,82173.531,27,24048.691,9
1995,111217.38,20,7723.8315,146
1996,149453.56,15,8033.6255,176
1997,182301.38,14,21218.432,41
1998,181926.41,20,26433.527,51
1999,158970.38,40,50302.496,25
2000,162575.19,42,73668.445,12
2001,124839.43,52,5596.4312,409
2002,115781.3,46,5516.8184,379
2003,128709.06,47,15375.274,80
2004,105654.02,62,,
2005,96522.688,58,,
1991,11432.504,227,7262.0796,35
1992,13426.659,203,10049.421,34
1993,14657.508,198,8105.9077,74
1994,14624.675,201,5408.8462,156
1995,17367.918,206,5567.1304,238
1996,20487.428,192,16170.439,70
1997,28097.248,163,12480.222,114
1998,33541.145,158,10270.313,196
1999,43767.895,157,12213.184,199
2000,41924.246,166,11133.733,221
2001,36584.258,180,10465.105,178
2002,32953.633,172,9779.418,168
2003,30863.342,205,15260.224,81
2004,31005.428,201,,
2005,31115.666,185,,
1991,7081.7251,316,,
1992,7214.8096,321,,
1993,7476.8301,323,,
1994,7246.9194,346,,
1995,7201.7363,397,6165.8159,214
1996,7894.7813,405,,
1997,8974.7129,422,,
1998,9464.8594,445,,
2000,10540.366,484,,
1991,14492.293,185,,
1992,18014.025,144,,
1993,19358.871,148,2307.1758,487
1994,21043.566,134,2311.4927,500
1995,24152.709,146,4102.1968,361
1996,18932.281,209,4539.5278,383
1997,26954.408,170,6978.1162,248
1998,27067.438,181,7007.3618,328
1999,28950.197,218,6819.188,363
2000,27774.85,232,5649.9629,445
2001,27806.031,222,4811.5342,479
2002,26112.633,206,6186.2559,336
2003,28255.393,221,,
2004,28213.125,221,,
2005,30375.584,191,,
1994,10911.663,241,6784.2964,105
1995,14377.743,241,8294.4375,129
1996,16233.511,238,8738.6035,159
1997,21880.967,207,19620.428,50
1998,32937.285,160,17942.658,110
1999,54951.867,133,19246.389,122
2000,55146.34,122,32159.432,34
2001,50108.27,123,24121.664,39
2002,100448.82,56,17971.926,62
2003,108576.14,59,19938.592,48
2004,100894.81,64,,
2005,81159.281,71,,
1991,5804.0903,368,,
1992,5842.6724,383,,
1993,5407.77,441,,
1994,5205.543,460,,
1995,5587.7822,484,4911.2495,282
1996,6435.7773,485,,
1997,8057.8379,449,,
1998,8123.9951,491,,
1991,26713.951,90,,
1992,28751.527,85,40658.984,1
1993,119428.89,9,13894.332,31
1994,130407.79,9,53683.633,3
1995,133943.06,13,86337.414,3
1996,178563.95,12,147692.41,1
1997,449415.66,3,44610.555,13
1998,767518.94,1,13482.155,150
1999,875367.25,2,230033.67,4
2000,1094196.3,1,36950.113,29
2001,1202776.5,2,15890.725,86
2002,1144832,1,51520.648,2
2003,1333404.9,1,19434.195,52
2004,1490592.4,1,,
2005,1448820.9,2,,
1991,23811.738,103.5,,
1992,19989.357,129.5,,
1993,22751.057,127.5,,
1994,20423.785,143,2393.1592,484
1995,21725.844,163,,
1996,19783.186,200,,
1997,21583.01,209,6561.041,264
1998,26094.576,189,,
1999,23384.588,260,,
1994,4753.1118,487,2753.1575,418
1995,7992.6284,365,9806.5371,94
1997,40223.008,120,141201.05,4
1998,32176.082,162,41609.145,26
1999,31663.631,200,49572.699,26
2000,18903.18,318,47597.832,20
2001,43055.867,141,14160.378,107
2002,34915.777,165,21507.25,38
2003,47247.52,143,21995.449,36
2004,47527.746,146,,
2005,34376.242,159,,
1992,5616.1978,402,7138.0098,62
1993,8458.0225,291,13111.742,32
1994,13986.46,208,14277.523,31
1995,17153.402,209,17997.398,35
1996,26105.793,157,41855.672,12
1997,50426.648,98,20939.266,42
1998,85573.211,65,33336.395,35
1999,59556.578,123,38786.027,41
2000,38195.449,182,8697.8057,296
2001,28518.811,219,,
1991,4385.2275,455,7408.1792,33
1992,5839.7803,384,12521.077,19
1993,6770.4185,362,16783.438,18
1994,11897.66,232,24905.539,8
1995,21733.168,162,13890.272,53
1996,18965.439,208,16807.293,65
1997,36480.754,125,679419.44,1
1998,24212.197,210,44288.891,22
1999,43911.809,156,,
2000,22121.959,283,,
2001,18531.871,302,21627.225,45
2002,13148.296,366,,
2003,19746.666,308,6009.8701,381
2004,20172.012,312,,
1995,5603.5225,482,,
1996,6982.8901,446,4804.4082,356
1997,11192.681,350,5484.603,351
1999,16348.973,343,14408.871,168
2000,10417.498,487,10221.938,251
2001,13351.813,381,24928.549,33
1991,16020.732,159,4114.4194,115
1992,16505.715,159,5412.9927,99
2004,19251.301,331,,
2001,17060.152,325,16902.713,74
1991,14422.195,187,,
1992,15485.335,172,,
1993,15256.536,193,,
1994,13514.245,212,,
1995,14755.494,237,,
1996,13728.68,270,,
1997,16915.535,254,,
1998,18942.359,260,,
1999,15560.132,362,9198.0225,274
2000,17155.131,338,,
2001,17243.1,317,6262.5054,361
2002,18701.076,286,,
2003,19932.832,305,,
2004,20613.484,305,,
2005,22530.947,256,,
1991,7315.0332,310,,
1992,7699.1724,302,,
1993,7713.8955,307,,
1994,6512.6304,379,,
1995,7542.3154,383,3619.5024,425
1996,8906.7402,370,,
1997,9462.4609,411,,
1998,8640.5205,469,,
1991,8869.5264,264,2476.5981,250
1992,8953.8359,266,,
1993,10678.409,241,,
1994,9089.7979,286,,
1995,10693.788,291,,
1996,12797.346,287,,
1991,7265.9316,312,,
1992,8383.3447,284,,
1993,8632.9316,287,,
1994,8502.793,301,,
1995,9769.1045,315,,
1996,10301.193,334,,
1997,12447.151,318,,
1998,14606.063,321,,
1999,16268.774,344,,
2000,16581.557,351,,
2001,17221.543,318,,
2002,13176.42,364,,
2003,12239.036,449,,
2004,13901.896,448,,
2005,14806.907,371,,
1991,15827.521,164,,
1992,14457.574,191,,
1993,17612.941,167,,
1992,4896.5859,446,4385.7886,133
1993,10153.405,252,,
1991,11744.756,226,2528.2832,241
1992,11708.291,221,,
2005,10352.346,492,,
1991,10881.728,233,2259.4451,278
1992,11290.975,227,2286.4314,372
2000,55636.328,119,38685.605,27
2001,15228.943,347,7576.9321,287
2002,10532.994,437,7294.5039,261
2003,18231.213,326,8897.4795,226
2004,20651.223,303,,
2005,32037.131,179,,
1992,4877.8481,449,6902.6938,65
1993,6692.2202,366,5959.9688,118
1994,6374.1089,386,5489.5767,150
1995,9758.04,316,18002.98,34
1996,9517.2129,352,5515.1313,301
1997,14789.275,283,6264.6558,276
1998,16898.869,294,10437.235,189
1999,14807.303,373,9578.708,265
2000,23033.525,267,22795.787,68
2001,35708.203,184,15350.575,91
2002,55236.859,107,34406.422,9
2003,95602.117,70,36656.914,9
2004,125593.27,53,,
2005,159347.97,32,,
1991,6400.5835,338,,
1992,5540.2388,406,,
1993,5158.2666,461,,
1994,5087.4355,466,,
1991,5120.6553,400,1704.5344,386
1992,6862.5879,335,,
1993,7540.8784,320,5713.4697,136
1994,7482.4468,336,,
1995,7963.3867,368,5155.0581,263
1996,17288.84,228,4985.5859,344
1997,16170.591,261,5724.1851,322
1998,13743.406,345,5432.8149,428
1999,11578.022,439,5779.979,426
1991,4220.8149,470,,
1994,4974.7651,475,58864.254,2
1995,5432.8755,491,6645.6841,193
1991,4897.8428,419,1962.9991,330
1992,6707.2715,344,2391.4573,344
1993,7667.2891,310,3245.4248,320
1994,7193.5654,349,3928.8201,266
1995,8141.416,359,3144.469,490
1996,8622.5762,384,3931.9158,456
1997,10910.162,360,4848.8462,402
1998,14339.828,325,,
1999,13171.133,401,,
2000,10562.366,483,,
2001,9860.0322,482,,
2002,9423.4297,479,,
1998,9043.9736,453,,
2000,11799.485,437,,
2001,10971.923,440,,
2002,12516.751,382,45321.207,4
2003,16315.086,360,,
2004,58212.563,114,,
2005,60469.938,95,,
1991,4033.0645,481,,
1992,4288.2261,495,,
1991,15460.077,168,,
1992,13642.206,201,1870.309,497
1993,17948.551,164,2738.8396,396
1994,18169.717,159,5075.1851,178
1995,20140.941,173,,
1996,23290.865,173,4664.7817,367
1997,26589.232,175,6312.7393,275
1998,22989.152,221,8743.2217,244
1999,22371.832,270,,
2000,24727.492,255,6275.4556,416
2001,26794.061,232,5039.7847,454
2002,30390.037,187,7351.9336,258
2003,34794.059,181,11542.878,135
2004,33965.559,185,,
2005,36655.898,146,,
1991,10617.367,238,,
1992,12408.232,217,,
1993,14007.453,205,2752.5791,390
1994,14083.999,207,3544.78,307
1995,15268.97,228,3205.3066,480
1996,16314.468,236,,
1997,16583.773,259,19353.275,51
1998,20773.775,240,,
1999,19679.732,288,21001.373,105
2000,21541.715,290,6193.8242,419
2001,22438.82,258,13474.33,120
2002,24301.982,230,,
2003,26785.533,238,,
2004,26147.881,244,,
2005,26708.795,215,,
1991,4319.4634,458,1518.6161,433
1992,4930.6523,443,,
1991,13629.879,203.5,,
1992,12547.897,210.5,,
1993,11625.005,227.5,,
1994,10466.51,249.5,,
1995,11569.865,273.5,,
1996,10922.782,324,,
1997,11232.197,348,,
1998,13215.388,351,,
1999,11310.044,445,,
2000,12400.474,422,,
2001,19452.256,291,,
2002,20662.002,265,,
2003,19868.619,306,,
2004,20292.348,310,,
2005,21273.006,265,,
1991,13803.46,201,,
1992,12451.205,215,9402.1133,38
1993,13239.263,213,2499.9189,435
1994,11161.073,238,10174.64,46
1995,13599.843,252,,
1996,14373.895,260,4995.6274,339
1997,12059.603,326,,
1991,7542.6675,305,3856.45,131
1992,8818.2002,271,3632.7268,184
1993,6924.6514,350,3983.614,240
1994,5459.4751,443,3345.9434,332
1995,5753.5977,476,3961.6938,378
1991,23265.42,109,,
1992,28104.051,88,,
1993,29715.688,96,11818.208,38
1994,29568.285,98,16044.624,26
1995,40144.008,87,215428.08,1
1996,67240.984,54,11165.965,119
1997,76416.336,58,5979.2026,300
1998,74688.813,76,,
1999,75499.602,92,33546.57,53
2000,97191.172,77,,
2001,54417.602,112,5848.0049,391
2002,52275.605,110,6884.4429,288
2003,60292.484,107,7619.1499,280
2004,64102.586,103,,
2005,65069.879,87,,
1991,14771.626,178,,
1992,15595.815,169,,
1993,16921.797,172,,
1994,15033.586,193,,
1995,16043.721,223,,
1996,16211.471,239,,
1997,22142.502,203,4019.2935,494
1998,20214.693,247,11571.853,175
1999,19013.633,297,,
2000,36004.602,192,14454.683,148
2001,37204.844,173,,
2002,38878.152,141,6792.1274,293
2003,46961.355,145,5786.6704,394
2004,47322.035,148,,
2005,57197.16,100,,
1991,6155.7393,348,2435.9243,257
1992,7240.9194,320,2604.613,309
1993,7168.1875,341,2469.7046,441
1994,7426.3164,339,6884.6826,102
1995,9741.6807,317,,
1996,8023.8789,400,22415.484,34
1997,8089.8296,447,,
1998,8382.7793,482,,
2005,11143.564,464,,
1993,4928.6377,479,,
1995,6062.7769,458,3432.9912,442
1996,7599.5366,416,4180.2646,421
1997,10035.035,387,,
1998,10094.768,422,5277.5928,442
1999,11490.381,441,,
2000,10624.812,481,,
1991,34706.766,73,2756.7043,207
1992,37839.707,68,3946.7944,156
1993,36972.258,77,4440.4922,188
1994,40246.121,66,4706.1807,204
1995,35696.512,93,3811.1431,405
1996,36880.406,111,4353.9951,406
1997,40507.965,119,,
1998,36999.973,145,5608.9272,418
1999,47178.879,148,7674.5381,324
2000,42385.547,163,,
2001,54031.066,114,,
2002,55714.793,105,13154.861,111
2003,65986.344,98,9113.4189,214
2004,72863.891,87,,
2005,63860.422,88,,
1991,4230.6104,469,2477.6167,249
1992,4196.4927,500,2416.6475,342
1993,4999.6152,471,2707.5396,405
1994,4632.6226,499,3728.8337,289
1995,6250.584,440,5114.2261,266
1996,7389.1206,424,5445.2261,304
1997,11495.906,346,5955.6963,302
1998,16172.591,302,51775.379,16
1999,25445.75,241,,
2000,23560.777,264,62351.43,15
2001,24701.775,242,,
2002,20560.652,266,,
2003,25830.764,250,4773.4443,495
2004,25097.027,255,,
2005,23821.85,245,,
1991,5024.4717,408,1615.0984,402
1992,5583.0454,404,2718.2021,293
1993,6361.8198,380,,
1994,7310.2915,343,,
1995,7444.9663,386,,
1996,9976.7227,344,4009.0789,440
1997,11280.429,347,,
1991,56734.676,37,2611.9324,226
1992,66388.781,30,2192.4258,406
1993,64819.066,36,3621.8196,280
1994,67621.82,35,4490.4409,218
1995,71814.164,37,4582.4438,312
1996,83562.68,36,15133.969,74
1997,102360.94,39,7523.8574,222
1998,87224.727,64,15615.345,131
1999,97403.516,74,8405.6934,299
2000,74471.68,99,7751.7471,342
2001,64460.469,94,8815.8789,232
2002,63650.648,92,6285.1084,330
2003,68438.094,97,5050.2446,459
2004,66268.984,100,,
2005,55745.074,105,,
1991,14536.665,183,1811.1829,367
1992,14680.87,186,,
1993,16212.446,181,,
1994,15279.444,188,,
1995,17258.656,208,,
1996,16545.611,233,,
1997,34278.773,134,6693.8188,258
1998,39573.945,134,,
1999,40212.043,174,5365.418,463
2000,75768.875,97,8428.1367,303
2001,60434.07,99,9166.0938,219
2002,56317.949,103,6323.6543,329
2003,53586.887,116,,
2004,53201.324,134,,
2005,52183.645,117,,
1991,15249.484,172,3761.8696,134
1992,15109.123,180,4139.1196,145
1993,16368.894,179,3537.8076,287
1994,14705.389,199,3659.4541,295
1995,16430.518,219,7571.4277,152
1991,4634.1406,433,,
1992,4470.4214,481,,
1991,38196.043,62,2133.718,299
1992,33236.898,76,3780.1121,168
1993,40149.738,67,6652.9233,101
1994,30002.064,97,12933.626,33
1995,35213.195,96,9171.8809,107
1996,38605.504,107,65548.828,8
1997,30903,150,8461.4268,195
1998,35157.906,152,7663.9028,289
1999,31638.91,201,,
2000,22160.846,282,8766.8945,291
2001,18505.092,303,8932.5176,226
2002,19732.771,274,,
2003,17712.93,337,,
2004,18428.293,344,,
2005,17519.875,326,,
1991,4736.5591,428,1830.3541,365
1992,5746.0332,391,2319.717,366
1993,6510.3555,376,3964.6541,244
1994,7589.7241,332,4171.8252,246
1995,7848.9839,374,3588.0117,429
1996,9071.3662,362,8790.6309,158
1997,10533.092,371,4980.8008,388
1998,8977.0225,458,7204.1699,317
1999,11217.397,451,5753.0649,429
2000,10716.307,477,,
2001,9873.6055,480,6823.0254,333
2002,9934.5508,454,7200.2271,268
2003,12555.956,438,12079.094,127
2004,15180.592,413,,
2005,14630.665,374,,
1997,7120.3564,499,,
1996,9348.0361,356,,
1997,10481.586,375,4495.0532,442
1998,10971.521,392,43702.914,23
1999,21338.107,274,11244.86,224
2000,38543.191,181,26786.908,46
2001,56672.391,107,,
2002,36898.832,157,,
2003,34069.055,186,,
2004,30544.24,204,,
2005,31941.957,181,,
1998,11092.057,389,,
1999,10142.113,486,,
2000,17878.148,330,,
2001,19676.672,289,,
2004,12267.86,488,,
1991,16582.545,151,,
1992,17313.002,152,10214.363,31
1993,19051.959,153,13075.96,34
1994,18803.465,156,2728.3623,423
1995,22051.459,161,,
1996,26705.1,153,,
1997,32667.371,139,17231.939,64
1998,35066.57,153,6900.5264,334
1999,35222.996,185,11972.399,204
2000,37041.859,187,9480.4424,271
2001,27634.291,225,5577.042,410
2002,25699.801,212,4191.9414,500
2003,28601.734,219,5373.3657,425
2004,31671.82,198,,
2005,34558.746,158,,
2005,13727.713,397,,
1991,11341.438,228,,
1992,12401.688,218,,
1993,15987.105,185,,
1994,20486.021,140,,
1995,29406.367,117,,
1996,41981.582,101,,
1999,147249.3,44,,
2000,104969.41,72,,
2001,57907.332,102,,
2002,25031.715,220,,
2003,42736.871,155,,
2004,61039.984,111,,
2005,60241,98,,
1991,11335.635,229,,
1992,12534.402,212,,
1991,137120.83,5,2403.0342,261
1992,134325,6,4535.7163,128
1993,132173.86,7,5633.7344,141
1994,126817.5,11,6666.5684,106
1995,150272.06,12,7917.7803,141
1996,170720.66,13,14836.324,75
1997,198387.84,13,17374.973,63
1998,221085.91,15,33952.539,34
1999,352433.44,13,27990.549,67
2000,363039.44,13,23007.836,65
2001,313720.81,17,24848.512,34
2002,283777.63,16,26210.564,21
2003,313754.25,14,34992.602,12
2004,367121,13,,
2005,375301.66,14,,
1991,4822.3921,425,2827.4045,201
1992,5074.2241,432,,
1993,4866.7793,482,3800.8877,259
1994,5588.1104,433,2370.0381,487
1995,6656.6128,422,3198.0359,481
1996,7182.7896,435,,
1991,15085.488,175,2299.2219,274
1992,15486.521,171,2351.8035,357
1993,16615.879,175,2621.2285,416
1994,14788.854,198,2839.7651,406
1995,16333.718,221,,
1996,15456.258,248,,
1997,17700.824,242,4175.9634,469
1998,17398.225,288,8233.9043,261
1999,14955.221,370,39595.594,40
2000,20940.211,296,6136.2534,420
2001,19594.061,290,,
2002,21923.979,246,6850.4204,291
1991,7063.0586,317,,
1992,7792.5391,301,4735.5127,117
1993,9435.0166,269,3684.9041,273
1994,8303.2314,312,,
1995,9139.0195,332,,
1996,11211.246,310,13301.354,90
1997,15619.843,268,8847.5293,182
1998,22829.961,224,13240.446,153
1999,16854.34,333,7504.9858,336
2000,18877.162,319,10952.796,227
2001,22222.244,262,11424.677,158
2002,25261.215,216,11532.831,134
2003,30093.564,207,15485.993,79
2004,33559.813,186,,
1998,12418.62,364,,
2002,8937.4092,495,,
1991,189903.86,3,3735.9368,136
1992,225822.81,2,5710.7681,95
1993,260594.97,2,6262.6641,109
1994,313375.06,1,6808.8159,104
1995,368497,1,7410.6055,160
1996,404024.59,2,9553.0889,144
1997,459111.19,2,5315.6904,362
1998,566550.13,3,8630.1396,246
1999,636021.31,3,11439.607,215
2000,743175.25,3,17766.512,111
2001,843011.75,3,17564.977,70
2002,899845.75,2,19099.246,52
2003,1001009.6,4,,
1992,7826.9282,298,2482.4451,329
1993,8033.2817,299,2363.2004,475
1994,12401.307,225,18304.064,19
1995,16026.407,224,,
1996,16623.965,232,9828.7461,135
1997,17213.828,249,,
1998,15976.596,307,19317.701,99
1999,18987.742,300,,
2000,18602.057,324,5507.7046,458
2001,16105.88,339,,
2002,12122.372,390,7661.5093,236
2003,15133.198,386,9039.6631,218
2004,15591.682,398,,
2005,32254.662,178,,
1994,6094.1216,403,,
1994,4819.3887,485,,
1991,6165.4131,347,,
1992,6522.4116,353,,
1993,6860.562,352,,
1994,6476.3462,380,,
1995,6980.6216,408,,
1996,6475.3315,480,,
1997,7674.5273,462,,
1998,8360.2832,484,,
1991,5911.2793,359,3312.2715,158
1992,5854.7749,380,3642.6794,182
1993,5474.5527,437,4030.6289,233
1994,6252.334,390,4022.7615,259
1995,7005.7153,405,6436.667,204
1996,8233.834,395,,
1991,11744.871,225,,
1992,6124.6807,367,,
1993,5310.7168,449,,
1996,7309.9717,428,,
2001,1782340.1,1,,
1991,192439.33,2,4295.5635,103
1992,212804.34,3,4096.1802,148
1993,240069.59,3,14712.625,27
1994,246298.42,4,10454.636,45
1995,268400.81,4,19206.254,31
1996,286499.13,4,38430.152,14
1997,315706.47,8,19753.51,49
1998,289048.47,10,21061.895,90
1999,311221.22,14,22206.834,97
2000,300234.13,16,17776.148,110
2001,280402,19,18157.289,67
2002,274731.78,18,13514.815,106
2003,295197.28,18,18276.699,56
2004,272453.38,20,,
2005,237652.52,22,,
2000,10685.461,478,11851.152,202
2001,14619.43,360,9457.5977,209
2002,19369.855,277,6211.3481,334
2003,25464.992,252,4783.6543,494
2004,12290.826,486,,
2005,13167.414,408,,
1993,5536.9233,428,,
1995,6240.4058,441,,
1996,6714.3813,464,,
1997,13601.566,296,,
1998,9038.9902,454,,
2002,9618.8799,469,,
2003,12539.33,440,6102.5791,373
2004,15405.703,406,,
2005,21580.93,263,,
1991,6969.3882,323,,
1992,6608.6851,348,2313.6807,368
1993,7391.1987,332,6191.5215,112
1994,7751.6445,327,5495.5884,149
1991,20187.314,126,,
1992,18392.705,139,,
1993,19215.963,150,,
1994,19896.674,148,,
1995,22201.119,160,,
1996,23462.127,171,,
1997,25388.576,185,,
1998,25651.031,194,,
1999,29389.107,214,,
2000,28909.461,228,,
2001,24908.676,239,,
2002,24983.811,221,,
2003,26218.992,242,,
2004,26380.719,243,,
2005,22794.512,254,,
1991,6788.7285,328,,
1992,8927.5371,269,,
1993,7847.8794,303,,
1994,7642.9668,331,,
