yeara,mktcap,nFIRM,comp,nCEO
1991,,,2187.5413,287
1992,,,2595.0112,310
1994,,,2783.4963,414
1995,,,4527.3813,319
1999,,,18227.838,132
1996,,,4817.1714,355
2000,,,8649.9229,297
1991,,,8159.7197,22
1992,,,8923.6748,45
1994,,,4747.7607,200
1995,,,3295.71,466
1996,,,5332.1992,312
1997,,,16061.154,72
1998,,,10052.663,206
1999,,,5747.8301,431
2000,,,17411.393,122
2001,,,6081.5405,372
2002,,,5309.9482,401
2003,,,6401.8159,347
1992,,,3051.4619,246
1993,,,3850.5139,252
1994,,,3799.0112,284
1995,,,5132.0669,264
1996,,,4236.6196,419
2002,,,4691.0352,449
2003,,,4976.2603,466
1994,,,3791.634,285
2003,,,9725.0176,189
1998,,,4878.8242,479
1999,,,6063.938,400
1994,,,3461.4294,317
1991,,,1322.3904,500
1995,,,8293.3047,130
1996,,,3973.2883,448
1997,,,13834.448,94
1999,,,24766.311,85
2000,,,7721.9697,344
2001,,,9543.3848,207
2001,,,5031.5112,456
2002,,,4841.1367,436
2003,,,13001.77,107
1991,,,1563.3369,414
1997,,,13052.467,104
1998,,,52736.152,15
1999,,,17263.889,138
2000,,,23140.598,63
2001,,,27455.816,27
2002,,,26567.408,20
2003,,,33309.734,16
1991,,,1610.7087,403
1996,,,5252.6533,319
1997,,,4941.6216,391
1994,,,2317.3643,499
1995,,,4073.3005,366
1995,,,17173.256,37
1997,,,33661.262,18
1999,,,12130.015,201
2000,,,5113.2661,497
2002,,,11735.393,132
1996,,,4757.9785,359
1993,,,2402.5796,464
1994,,,2798.6355,411
1995,,,22121.691,23
1996,,,51862.063,11
1995,,,3919.2593,384
2003,,,5576.2432,407
1994,,,2594.6711,453
1995,,,4831.3638,290
2001,,,12064.88,142
2002,,,11029.791,143
2003,,,12508.156,116
1994,,,2750.0059,419
1991,,,4018.4497,124
1993,,,2525.7383,431
1994,,,6272.8809,117
1998,,,5040.0708,463
2000,,,17754.787,112
2001,,,20065.607,53
2002,,,8846.8896,196
1997,,,4099.9297,478
1998,,,4817.3452,489
1999,,,7588.374,332
2000,,,11513.874,211
2001,,,8615.5244,240
2000,,,5120.2437,495
2001,,,6771.0425,337
2002,,,5421.6846,387
2003,,,5352.6563,427
1991,,,1384.4812,479
1994,,,8711.4883,63
1995,,,9285.8193,105
1996,,,3645.9871,496
1992,,,3159.2454,228
1993,,,4787.2539,166
1994,,,5502.4629,148
1995,,,6445.9229,203
1996,,,5913.5464,262
1998,,,5899.0967,393
2000,,,15473.581,139
2001,,,5570.2197,411
2002,,,6036.8447,343
2003,,,6106.5679,372
1999,,,6726.2568,368
2000,,,5575.2041,454
1997,,,9071.0547,175
1998,,,34840.609,30
1999,,,38132.523,44
2000,,,13755.089,158
1994,,,4288.8496,236
1996,,,6328.373,246
1999,,,15692.386,157
1998,,,4779.3301,494
2000,,,5684.7451,443
2001,,,5320.9912,435
2002,,,4372.6104,479
1991,,,2439.9839,255
1992,,,2549.7612,317
1995,,,3799.9138,407
1996,,,4041.9717,437
1997,,,6038.9517,295
1998,,,8040.936,268
1999,,,6852.3281,361
1996,,,6189.4375,254
1997,,,9403.5186,170
1998,,,6907.396,332
1999,,,19095.123,124
2000,,,21563.207,77
2001,,,29088.711,22
2002,,,23620.275,28
2003,,,17430.6,62
1998,,,7875.5571,279
1999,,,8894.6143,281
1994,,,2354.4617,492
1996,,,6717.4517,228
1997,,,5428.2788,354
2002,,,6072.9907,340
2003,,,11418.359,139
1994,,,3495.8323,312
1991,,,2088.6462,308
1992,,,3993.9839,153
1993,,,3075.083,339
1994,,,6494.7939,111
1995,,,5673.6929,235
1996,,,5047.313,335
1991,,,2068.4761,311
1992,,,2230.6426,391
1993,,,2937.6133,357
1994,,,3258.324,340
1995,,,3842.3132,398
1996,,,4405.7446,402
1998,,,5575.7349,422
2001,,,7207.2842,310
2002,,,5837.417,357
2003,,,6759.624,319
1991,,,1740.6102,377
1995,,,3085.3188,498
1996,,,3922.1487,458
1997,,,8335.4268,199
2000,,,5615.1899,448
1992,,,2213.9636,397
1993,,,2837.4397,376
1994,,,3741.3518,287
1993,,,2640.9883,410
1996,,,14355.849,81
2001,,,4670.5776,497
2000,,,5953.3604,430
2003,,,6296.895,355
1993,,,10976.289,42
1997,,,5618.1924,340
2000,,,27894.826,43
1997,,,18284.783,56
2002,,,6703.1128,302
2003,,,4851.0376,483
1993,,,2484.8845,439
1995,,,9779.0645,96
1996,,,4986.7178,342
1996,,,3948.2341,451
2003,,,4787.5645,493
1998,,,5013.5747,465
2000,,,8344.7129,310
2001,,,6104.6094,368
2002,,,11454.587,135
2003,,,7831.9312,272
1992,,,2208.8516,399
1992,,,2275.8259,377
1993,,,9119.1865,63
1994,,,7922.4727,73
1995,,,5694.7407,233
1996,,,26190.09,25
1997,,,9652.1553,159
1998,,,8612.1465,248
1999,,,9237.123,272
2001,,,9106.585,220
2002,,,7901.8691,227
2003,,,11783.271,131
1997,,,4296.6763,458
2003,,,6282.4009,356
1997,,,9700.3799,158
1998,,,6434.4438,358
1991,,,2863.0369,199
1992,,,2151.5208,412
1993,,,2271.4529,496
1995,,,4950.2725,278
1996,,,24038.057,28
1995,,,7242.0098,169
1998,,,6122.9336,381
2001,,,6693.8086,343
2002,,,4533.833,469
1992,,,2642.8853,304
1993,,,3783.4963,260
1999,,,45619.367,29
1993,,,8277.3438,73
1996,,,22417.16,33
1998,,,9244.834,228
1999,,,11605.414,214
2003,,,6718.4009,321
1991,,,1937.4564,336
1992,,,3091.8127,239
1993,,,3402.2822,304
1994,,,3439.4451,320
1995,,,15166.804,48
1998,,,21998.592,82
1999,,,20038.311,114
1996,,,3715.384,485
1997,,,5709.7446,325
1998,,,4730.0962,500
1999,,,11050.058,227
2001,,,7137.9971,315
1991,,,2604.0525,227
1991,,,5366.1094,67
1992,,,13229.042,16
1997,,,5397.2261,358
1991,,,1926.4232,344
1995,,,4752.6289,294
1993,,,4715.2285,172
1994,,,4977.4219,182
1995,,,6665.8218,190
1997,,,8572.0371,191
2003,,,20593.885,45
1993,,,3211.0403,325
1994,,,2736.947,420
1996,,,17264.877,60
1998,,,8004.9785,270
2001,,,8530.0244,242
2002,,,10756.058,147
2003,,,10951.167,149
1993,,,3146.4402,331
1994,,,6022.3633,125
1995,,,6500.5073,200
1996,,,8598.002,164
1997,,,10934.394,141
1998,,,6683.6006,346
1999,,,28370.744,66
1991,,,5714.6934,54
1994,,,5563.0117,144
1999,,,5089.5269,486
2001,,,5425.7783,426
2002,,,4403.6465,476
2003,,,6401.1128,348
1992,,,2023.9205,450
1993,,,3404.3652,303
1999,,,5193.625,477
1994,,,2639.2815,439
1998,,,4906.3745,476
1999,,,7089.8208,353
2003,,,5383.3833,424
1993,,,2627.5259,414
1997,,,4759.5474,412
1998,,,4732.6836,498
2003,,,6327.043,354
1991,,,1705.9177,384
1992,,,2878.554,271
1993,,,2331.6499,484
1994,,,3163.7983,350
1998,,,8130.5752,266
1999,,,8738.1943,288
2000,,,17649.508,115
2002,,,14464.965,93
1994,,,2389.8501,485
1995,,,6187.4692,212
1991,,,5441.5649,63
1998,,,10359.531,193
1999,,,5076.6812,490
2000,,,13831.971,156
2001,,,5485.7813,419
1991,,,2107.2283,302
1992,,,3673.5981,177
1993,,,2943.0088,354
1994,,,8368.3936,67
1995,,,5700.3901,232
1997,,,8118.1709,207
1994,,,6990.6816,98
1995,,,5287.3887,253
1996,,,30980.355,21
1998,,,9472.542,223
1999,,,9626.2412,261
2000,,,9208.5498,281
1998,,,84983.539,9
2001,,,14625.792,97
1992,,,6096.9678,81
1995,,,3795.915,408
1991,,,2034.2351,316
1993,,,2811.2173,380
1994,,,2346.738,495
1993,,,2356.2173,478
1994,,,3398.271,328
1996,,,4091.2268,430
1997,,,7761.1953,213
1998,,,6099.4185,383
1999,,,11034.357,228
2000,,,12101.354,195
2001,,,15151.083,93
2002,,,22499.148,33
2003,,,38999.34,8
1993,,,4922.7041,162
1994,,,3416.1025,325
1998,,,5369.7422,432
1997,,,7115.9741,241
1998,,,13238.65,154
2000,,,57599.406,18
2001,,,6729.8818,339
1991,,,4092.2729,118
1994,,,3227.3152,345
1995,,,11098.018,75
1992,,,2216.8103,395
1993,,,2384.5181,471
1996,,,3637.3845,498
1997,,,11576.799,128
1998,,,15007.674,136
1999,,,44413.566,31
2001,,,13104.266,122
2003,,,11266.796,142
1991,,,2991.2517,183
1992,,,2822.0208,280
1992,,,2035.6959,447
1993,,,2740.239,395
1991,,,3056.6255,177
1992,,,3066.5186,243
1994,,,4123.2368,250
1995,,,3768.3398,409
1996,,,11243.72,117
1998,,,6247.7803,369
1999,,,5593.457,441
2000,,,5443.4072,465
1991,,,20305.057,3
1992,,,5728.3491,94
1993,,,3567.7759,283
1994,,,18271.752,20
1995,,,26421.611,15
1999,,,6195.7651,389
2000,,,20540.566,85
1996,,,68923.625,7
1997,,,77693.813,6
1992,,,3215.2026,224
1994,,,3156.8086,351
2001,,,16155.815,80
1992,,,6318.3979,78
1992,,,2771.6836,286
1993,,,4388.4902,192
1994,,,4906.8501,188
1995,,,4009.9055,374
1996,,,3914.8081,462
1997,,,7424.3545,228
2000,,,9493.4912,269
1996,,,8814.1934,157
1992,,,1890.9154,488
1994,,,2603.8062,448
1991,,,1700.6807,389
1992,,,2257.8298,383
1997,,,9072.9854,174
1998,,,14029.757,143
1999,,,14248.512,171
2000,,,29154.232,40
2001,,,26003.15,30
2002,,,25590.965,22
2003,,,31714.896,17
1993,,,15960.552,20
1995,,,9856.6797,92
1994,,,2474.853,469
1994,,,9627.9834,53
1993,,,4731.1152,171
1996,,,11541.492,112
1997,,,8618.1455,187
1998,,,23425.422,71
1999,,,37778.617,45
2000,,,7814.0581,335
2001,,,12742.81,128
2002,,,8733.4766,200
2003,,,6535.0039,329
1992,,,1985.4537,465
1993,,,2401.1094,466
1991,,,1397.223,473
1994,,,2396.3643,482
1998,,,6342.6313,364
2001,,,5995.8232,381
2003,,,8149.5063,256
1994,,,2644.1118,437
1993,,,4295.7729,201
1995,,,3651.6687,422
2003,,,5690.8169,399
1991,,,2391.9443,262
1992,,,2934.2849,261
1993,,,3623.2034,278
1995,,,5618.4971,237
1997,,,5680.7153,331
1991,,,2297.7251,275
1992,,,2093.9272,428
1997,,,5267.6016,368
1995,,,3334.947,456
1996,,,4974.8169,345
1998,,,7258.9844,314
1999,,,8851.9355,285
1999,,,9892.959,256
1997,,,6350.8086,272
1995,,,3400.9282,446
1991,,,17398.404,5
1992,,,2262.9553,381
1993,,,15815.098,21
1994,,,9269.2129,56
1995,,,20286.908,29
1996,,,20096.148,44
1997,,,7185.7368,239
1998,,,12272.955,168
1991,,,1548.2266,419
1992,,,2203.3401,403
1993,,,2410.1658,456
1997,,,5117.3921,378
1999,,,7230.5259,341
2000,,,11226.536,216
2001,,,8090.5806,254
2002,,,12904.006,114
2003,,,16249.672,72
1991,,,1354.0232,489
1993,,,3218.5454,324
1998,,,5073.9829,457
2000,,,10239.979,250
2001,,,10161.604,184
1992,,,3139.759,231
1994,,,7019.4517,96
1997,,,8581.4297,190
2000,,,9401.7744,275
2002,,,13611.824,105
1997,,,13238.598,101
1992,,,12582.766,18
1993,,,5438.5171,151
2003,,,5342.1069,429
1994,,,6633.7573,107
1995,,,5238.1851,258
1996,,,5485.0088,302
1992,,,2266.9246,378
1991,,,1879.761,351
1994,,,2989.0774,381
1991,,,2603.0164,228
1992,,,2032.7936,448
1996,,,8025.4463,177
1997,,,14992.013,78
1999,,,13272.104,184
2000,,,7236.46,363
2003,,,7787.7793,274
1993,,,3817.8289,257
1992,,,3509.8269,194
1996,,,7391.7368,199
1998,,,8268.0996,259
1991,,,1486.9102,443
1991,,,6022.6636,50
1992,,,5707.1895,96
1996,,,9689.6074,141
1997,,,14167.662,89
1998,,,14319.154,139
1999,,,14082.33,173
2001,,,8126.9546,253
2002,,,5136.0054,415
2003,,,29383.021,21
1994,,,5574.9097,143
1995,,,4865.3789,286
1996,,,3677.4941,489
1993,,,6512.3594,103
1991,,,1937.9946,335
1992,,,9333.54,40
1994,,,3432.1167,324
1993,,,5714.3086,135
1997,,,4232.2192,466
2000,,,6670.5396,394
1995,,,3342.363,455
1997,,,5258.9805,369
2002,,,7715.8213,233
2003,,,8611.2207,238
1993,,,2595.5955,423
1994,,,5880.8247,130
1995,,,7310.938,165
1993,,,2835.4644,377
1995,,,7337.3706,163
1997,,,7712.4048,215
1997,,,4786.4331,408
1998,,,6906.7866,333
1998,,,4878.0752,480
2002,,,5449.501,385
1991,,,1622.4307,399
1993,,,3490.7593,295
1995,,,4926.8198,281
1991,,,1866.1602,357
1993,,,26378.15,5
1994,,,5060.6299,179
1995,,,21338.145,25
1996,,,12548.424,102
1997,,,62080.844,8
2000,,,35634.91,32
1994,,,4563.9058,210
2002,,,4679.9424,451
2003,,,8255.501,253
1997,,,3980.3691,499
2001,,,6856.8672,330
1991,,,4270.2734,105
1992,,,3474.3223,198
1993,,,2619.1987,417
1995,,,5083.8081,268
1996,,,8019.3696,178
1997,,,4152.1387,473
1991,,,1537.6136,426
1992,,,9712.3242,35
1992,,,2206.937,402
1993,,,4734.21,170
1994,,,6285.374,116
1992,,,15193.715,11
1993,,,5787.5239,134
1994,,,19027.061,17
1995,,,21832.09,24
1996,,,25156.26,26
1997,,,80841.867,5
1998,,,44991.891,21
1999,,,7279.979,339
2002,,,5358.5381,395
2001,,,4795.1396,481
2002,,,4207.27,496
1991,,,1702.7667,388
1993,,,4109.4492,220
1994,,,2418.0457,479
1995,,,6976.8604,180
1997,,,5192.0171,373
1999,,,5399.2959,457
1991,,,2320.9443,270
1993,,,5370.0483,152
2001,,,4749.4707,487
1992,,,2892.5198,269
1993,,,3812.9119,258
1994,,,2598.9421,452
1992,,,2366.5083,349
1993,,,4438.2144,189
1996,,,8377.6367,166
1997,,,12156.405,119
1998,,,16862.717,118
1999,,,21716.271,101
2003,,,10826.345,153
1993,,,8522.1035,70
1991,,,21994.982,1
1992,,,9673.3799,36
1993,,,7067.3545,94
1996,,,4090.5454,431
1997,,,5352.6392,360
1999,,,5190.0718,478
2000,,,12094.082,196
2002,,,5294.0229,403
2003,,,6530.6099,331
1994,,,2355.3379,491
1995,,,5547.6338,239
1996,,,3825.134,471
1998,,,7242.9946,315
2001,,,5107.7661,447
2003,,,8343.998,250
1992,,,3040.689,251
1996,,,5549.8027,292
2001,,,4879.0688,472
1993,,,2604.4146,421
1994,,,2394.093,483
1995,,,3253.5803,471
1997,,,6221.6226,280
1999,,,5718.8818,436
2000,,,6125.8687,421
1991,,,1436.6826,459
1993,,,5256.1309,155
1993,,,2892.5239,362
1994,,,4044.8545,257
1995,,,4493.7305,324
1996,,,4644.4868,370
1991,,,7673.2065,30
1993,,,5696.0435,138
1996,,,4089.3833,433
1997,,,8172.7539,204
1999,,,6106.7051,396
2003,,,5130.7803,451
1992,,,2539.1174,319
1999,,,6750.603,365
2000,,,11105.445,223
2001,,,5925.6104,385
2003,,,5534.3638,408
1993,,,7072.3442,92
1994,,,5957.0542,127
1995,,,9933.5537,89
1994,,,2793.4827,413
1995,,,17061.137,38
1996,,,56302.125,10
1997,,,161553.53,3
1998,,,23384.859,73
1999,,,40477.363,36
2000,,,21878.668,76
2001,,,12345.275,139
1991,,,1620.9409,400
1992,,,2443.4724,335
1995,,,3169.7959,485
2000,,,6600.9639,399
2002,,,15957.088,75
2003,,,4772.0107,496
1999,,,5441.5649,454
1997,,,14492.278,85
1998,,,13290.082,152
1999,,,5283.2471,472
2000,,,6537.812,401
2001,,,19203.926,60
2002,,,12399.006,121
2003,,,6385.771,350
1992,,,3340.946,214
1993,,,2386.7175,470
1995,,,4716.7617,299
1997,,,4605.5356,430
1998,,,10034.179,207
1999,,,9831.6621,258
2000,,,9056.6172,284
2001,,,10321.104,182
2003,,,9963.8936,178
1991,,,3358.6096,153
1992,,,2838.3887,278
1993,,,3708.7776,268
1994,,,3015.8118,376
1996,,,7194.5068,210
1997,,,20583.451,45
1998,,,9011.4932,235
2000,,,14148.763,152
2001,,,14593.902,98
2002,,,5978.7227,346
2003,,,8410.2119,247
1991,,,2434.8455,258
1992,,,2935.5962,260
1993,,,10505.198,46
2001,,,11932.562,144
2002,,,7187.5146,270
2003,,,7233.189,300
2003,,,6129.5088,365
1999,,,7927.1929,313
1991,,,1731.1143,380
2000,,,12350.799,190
2001,,,7946.8584,265
2002,,,20829.625,42
2003,,,10142.547,171
1995,,,5129.8975,265
1991,,,2136.0552,297
1996,,,4259.0117,412
1998,,,7840.7451,280
2000,,,12958.254,168
2002,,,4671.7075,454
1991,,,1481.7797,445
1995,,,6184.4473,213
1991,,,3631.4219,142
1993,,,3899.458,248
1999,,,8815.2773,287
2000,,,16429.297,129
2001,,,27994.271,25
2002,,,5577.4946,371
2003,,,7583.877,282
1991,,,3889.5276,129
1992,,,14524.015,12
1996,,,5145.0879,325
2001,,,5749.2734,400
2002,,,4210.6318,495
1991,,,1354.2513,488
2002,,,6464.1479,315
1991,,,1876.8323,355
1992,,,2690.4221,298
1993,,,3185.1379,327
1994,,,2980.2898,382
1995,,,6773.4971,186
1996,,,6974.2715,214
1999,,,5492.998,449
2000,,,5650.6709,444
2001,,,5400.5313,428
2002,,,7217.6958,266
2003,,,6502.0083,338
1993,,,2740.5447,394
1994,,,4199.5757,243
1997,,,11689.71,126
1992,,,1909.2091,483
1994,,,5417.0313,155
1995,,,5174.624,262
1996,,,5039.1626,336
1997,,,5513.9102,350
2000,,,6503.5835,406
2001,,,10441.47,180
2002,,,9614.1475,174
2003,,,11416.865,140
1998,,,12455.26,166
2001,,,4862.8911,476
2002,,,6387.7178,321
1992,,,2262.3591,382
1993,,,3981.2664,242
1995,,,4274.0205,342
1996,,,9729.749,138
1997,,,5539.8545,345
1998,,,11832.706,172
1999,,,14415.663,167
2000,,,20001.922,91
1991,,,3114.3325,171
1996,,,12827.355,98
1999,,,14263.682,169
2001,,,7209.6416,309
2002,,,7353.8647,257
2003,,,5478.2876,414
1992,,,3560.3054,190
1998,,,18612.373,102
2003,,,6050.8799,376
1991,,,4154.0894,113
1999,,,13785.945,177
1992,,,2355.1357,355
1993,,,2346.3267,479
1995,,,4506.0776,322
1993,,,2710.3059,403
1996,,,8346.0098,169
1992,,,2416.2051,343
1991,,,8992.2744,18
1993,,,3407.1206,302
1994,,,2932.5317,390
1995,,,4054.2495,369
1996,,,4699.5786,364
1997,,,27327.371,30
1991,,,1884.1542,348
1997,,,3980.5476,498
1998,,,8529.041,252
1999,,,6157.167,394
2002,,,8403.7959,211
2003,,,9005.3105,221
1997,,,9527.2236,166
1991,,,1573.4498,411
1991,,,2116.7427,300
1992,,,2315.5159,367
1998,,,19640.533,97
1999,,,8329.9893,300
2000,,,22615.645,69
1992,,,3293.0076,219
1995,,,3830.7632,402
1996,,,4609.5127,372
1997,,,5998.9927,297
1998,,,7918.1831,275
1999,,,13973.267,174
2000,,,18382.576,104
2001,,,15506.686,90
2002,,,12812.207,115
2003,,,11257.543,143
1993,,,8892.5693,66
1991,,,1879.9358,350
1992,,,4328.9634,137
1993,,,5885.772,128
1996,,,6448.896,240
1999,,,5631.4609,439
2000,,,5629.5708,447
1993,,,3241.3088,322
2001,,,5360.8076,430
2002,,,6051.8901,341
2003,,,5509.5898,410
1992,,,1988.7474,462
1993,,,14807.947,26
2000,,,7115.6846,372
2001,,,5533.7471,416
2002,,,9109.5908,190
2003,,,6241.1812,360
1994,,,3800.9265,283
1991,,,1668.3914,391
1992,,,2023.2949,451
1994,,,3635.8455,298
1995,,,3574.7227,431
1996,,,7571.061,193
1997,,,6595.9194,262
1998,,,7097.7256,324
1999,,,24194,90
2000,,,12841.853,173
2002,,,10259.163,155
2002,,,4637.3623,458
1994,,,2568.9387,456
1997,,,4288.3379,459
1994,,,3919.8728,268
1996,,,5733.0854,275
1999,,,8541.2314,294
2000,,,10893.022,229
2001,,,15078.087,94
2002,,,6225.0522,333
2001,,,6391.2446,355
2000,,,5584.3853,452
1997,,,4297.7085,457
2002,,,4816.9966,438
2003,,,8538.8477,242
1992,,,1890.7501,489
1994,,,3242.488,343
1995,,,14200.545,52
1996,,,10536.779,126
2001,,,4791.2627,483
2003,,,5687.3408,400
1999,,,5830.3638,421
1992,,,2759.4546,288
1997,,,14650.378,83
1992,,,2329.2747,362
1993,,,22362.662,10
1994,,,5077.7373,177
2003,,,7965.9336,267
1995,,,3499.3706,437
2000,,,9425.1924,274
2002,,,18679.414,57
2003,,,6112.1592,370
1997,,,6884.1616,251
1997,,,9875.1279,153
1991,,,1476.2903,448
1994,,,5533.0898,145
1995,,,5417.6992,247
1992,,,2553.5256,316
2000,,,11985.025,198
2001,,,8728.0889,237
1991,,,2887.0413,195
1993,,,6945.7681,97
1992,,,4289.4194,139
1993,,,2841.8672,375
1994,,,8137.3823,71
1995,,,8336.0781,126
1996,,,14445.002,80
1997,,,6437.5532,267
1998,,,5769.103,401
1999,,,8161.2568,305
1994,,,5217.1309,169
1997,,,11289.613,135
2003,,,8874.1484,227
1999,,,6703.2988,370
1993,,,4066.3154,226
1995,,,4637.4771,307
1991,,,2234.303,280
1995,,,4677.3311,303
1996,,,4089.6682,432
1997,,,4377.2271,448
1998,,,5728.8296,406
1999,,,7133.1929,349
2000,,,6928.0239,380
2001,,,16252.749,79
2003,,,7101.1128,306
2003,,,4953.8247,470
1999,,,6391.9619,380
2000,,,6898.4116,382
2001,,,4995.5244,460
2002,,,5067.7896,418
1995,,,7106.6548,176
1996,,,8625.0908,163
1997,,,10574.897,144
1994,,,2722.457,424
1992,,,2131.5071,416
1993,,,2667.4502,408
2000,,,7448.8696,355
2001,,,5074.8062,451
1992,,,2232.0503,390
1995,,,3384.283,448
1996,,,4005.748,441
1991,,,2467.3916,251
1991,,,7462.3789,31
1991,,,4965.5654,76
1992,,,4476.3101,129
1994,,,3660.2922,294
1995,,,4197.7305,349
1996,,,5092.1079,332
1996,,,5184.5322,323
2003,,,5425.9956,420
1991,,,1908.9722,346
1999,,,8916.5498,279
1991,,,1373.661,481
1991,,,5951.2305,52
1993,,,4441.0859,187
1998,,,15177.198,134
2000,,,11968.596,199
2002,,,4343.5771,481
1996,,,3908.072,464
1998,,,7023.2959,326
1991,,,1933.9349,340
1991,,,2793.8789,204
1992,,,4346.7197,136
1997,,,11422.23,133
1998,,,9996.127,209
2002,,,9027.2031,192
1991,,,1725.2313,381
1992,,,2218.3787,394
2001,,,11910.776,145
1996,,,3978.1335,446
1993,,,17110.713,16
1994,,,4028.7578,258
1995,,,4101.1304,362
1996,,,8194.9141,173
1994,,,4650.062,207
2000,,,11547.216,209
2002,,,6348.501,328
2003,,,4740.5815,500
1992,,,9456.7393,37
1992,,,4379.5371,135
1991,,,2984.4321,186
1995,,,3144.1694,491
1993,,,5123.4688,159
1995,,,3614.8132,427
1997,,,18377.527,55
1998,,,4730.2075,499
2002,,,9192.5771,186
2003,,,5831.6118,391
1991,,,1372.2533,482
1992,,,2055.5183,439
1993,,,12419.095,36
1994,,,5999.2368,126
1995,,,8354.1406,124
1996,,,11654.4,111
1997,,,11384.881,134
1998,,,23395.229,72
1999,,,24181.49,91
2000,,,58151.594,17
2001,,,37782.266,11
2002,,,43930.629,5
2003,,,8401.5391,248
1991,,,4330.9624,99
1991,,,3501.6313,146
1994,,,2565.4104,457
1993,,,2470.9255,440
1992,,,2087.125,430
1996,,,4353.772,407
2001,,,4988.2114,461
1992,,,2120.8994,423
1994,,,3242.6443,342
2002,,,4482.7593,471
1992,,,1943.9398,476
1999,,,6526.9502,376
2000,,,6311.2129,414
1998,,,5781.3062,400
1993,,,7209.3921,85
1995,,,4902.082,283
1991,,,2154.4033,293
1992,,,2056.4075,437
1996,,,3648.2551,494
2001,,,12412.559,137
2002,,,14224.236,96
2003,,,23687.586,31
1991,,,4428.7158,94
1992,,,2167.9531,409
1993,,,5550.5513,147
1994,,,5205.2813,171
1996,,,5614.8711,285
1992,,,1965.473,469
1993,,,2282.7017,494
1994,,,3573.2742,304
1995,,,4108.4727,358
1998,,,25696.387,58
2002,,,7510.8101,243
2003,,,8713.1299,233
1994,,,3246.6245,341
1999,,,9604.3086,262
2000,,,10447.09,240
2001,,,13933.356,109
2002,,,10216.971,158
2003,,,9864.0488,182
1991,,,4583.9077,90
1992,,,29830.445,3
1995,,,10400.947,84
1996,,,37225.359,15
1998,,,5261.6079,446
1993,,,4607.896,178
1994,,,4851.7397,192
1995,,,3746.0625,410
1996,,,4590.8511,373
1997,,,5604.2876,341
1998,,,6127.0127,379
1999,,,12104.012,202
2000,,,11569.973,208
2001,,,6052.6035,377
2002,,,7487.814,245
2003,,,9934.2617,180
1992,,,2875.5308,272
1991,,,2678.3479,218
1994,,,3642.3835,297
1997,,,4921.771,393
2001,,,5202.2734,441
2002,,,4809.8511,439
1997,,,4509.4941,439
1998,,,10928.062,180
2002,,,13074.204,112
2003,,,10433.088,160
1996,,,10784.717,122
1997,,,13963.997,93
1999,,,14782.903,165
2000,,,11178.119,218
2001,,,33507.438,16
2002,,,10522.375,150
1994,,,3476.8921,315
1993,,,2408.5703,460
1991,,,1878.1472,353
1993,,,2712.894,400
1996,,,6418.8184,242
2001,,,10187.363,183
2002,,,6385.1855,322
2003,,,20342.635,46
1992,,,2208.2258,400
1995,,,4107.2036,359
2001,,,7148.8359,313
2000,,,5603.6714,450
1996,,,5889.3496,268
1992,,,1957.8604,471
1999,,,9696.5693,259
1994,,,11790.576,36
1996,,,17114.773,62
1993,,,2795.3418,383
1996,,,4826.6543,354
2001,,,5104.9019,448
2003,,,4877.4175,478
1993,,,3117.9575,335
1995,,,4105.334,360
1997,,,36530.465,16
1998,,,5456.1626,426
1999,,,8538.6816,295
2000,,,18286.701,107
2002,,,4672.5322,453
1995,,,6618.7617,195
1997,,,5633.7231,337
1998,,,6027.3354,385
1999,,,7776.7759,318
2000,,,18820.379,100
2002,,,10243.138,156
2003,,,7221.2603,301
2001,,,7211.689,308
1999,,,9411.2637,268
2000,,,8415.5557,304
2002,,,5129.2446,416
1997,,,7501.2539,223
1998,,,8272.4141,258
1999,,,7803.9639,317
1995,,,23074.475,19
1993,,,2823.7446,379
1994,,,4360.0176,229
2000,,,5320.3682,476
1994,,,4350.5381,231
1997,,,5533.7324,347
1992,,,3231.3396,222
1993,,,4030.7896,232
1994,,,4584.0293,209
1995,,,16323.484,40
1991,,,1538.4332,425
1992,,,1999.8665,459
1993,,,2343.4517,480
1994,,,2396.5239,481
1996,,,7784.1309,186
1997,,,13762.622,95
1999,,,5946.561,411
2000,,,12758.307,177
2001,,,7577.2192,286
2002,,,12051.384,125
2003,,,12627.26,113
1992,,,2054.1299,440.5
1994,,,3307.8406,333
1997,,,6124.2212,287
1992,,,2243.158,386
1992,,,2526.4448,321
1993,,,3729.1458,265
1992,,,3044.9739,249
1993,,,2597.8921,422
1996,,,5703.3481,278
1991,,,1494.6152,441
1995,,,3181.7102,484
1996,,,18393.395,55
1997,,,4024.3376,491
1995,,,7456.5254,158
1997,,,18055.795,57
1997,,,5798.8472,316
1998,,,4796.9507,492
